issue,action,item,kind,record_count
ran rough,ground,seat,addresses,1
ran rough,ground run,,investigates,1
ran rough,ground run,aircraft,investigates,1
ran rough,ground run,magneto switch sele,investigates,1
ran rough,idle and idle mixture . rise check,aircraft,investigates,1
ran rough,idle and idle mixture . rise check,engine,investigates,1
ran rough,installation,cylinder,addresses,1
ran rough,installed,cylinder nuts,addresses,1
ran rough,installed,magnetos,addresses,1
ran rough,lapped,intake valve,addresses,1
ran rough,lapped,seat,addresses,1
ran rough,magneto,,investigates,1
ran rough,magneto checks,aircraft,investigates,1
ran rough,magneto checks,engine,investigates,1
ran rough,magnetos check,enigne,investigates,1
ran rough,operations,aircraft,investigates,1
ran rough,operations,engine,investigates,1
ran rough,operations check,aircraft,investigates,1
ran rough,replaced,cylinder assembly,addresses,1
ran rough,replaced,piston,addresses,1
ran rough,shut off,magneto,investigates,1
ran rough,started,engine,investigates,1
ran rough,verified,,investigates,1
ran very rough,compression check,cylinder,investigates,1
ran very rough,ground run,,investigates,1
ran very rough,inspected,engines,investigates,1
ran very rough,magneto check,aircraft,investigates,1
ran very rough,magneto check,engine,investigates,1
ran very rough,ran,cylinder,investigates,1
ran very rough,ran,engine,investigates,1
ran very rough,ran,engines,investigates,1
ran very rough,reamed,,investigates,1
ran very rough,reamed,exhaust,addresses,1
ran very rough,removed,exhaust,investigates,1
ran very rough,replaced,cylinder assembly,addresses,1
ran very rough,"run up , hot",engine,investigates,1
ran very rough,run up two number time,engine,investigates,1
ran very rough,started,aircraft,investigates,1
ran very rough,started,engine,investigates,1
ran very rough,verified,,investigates,1
reattached,replaced,baffle seal,addresses,1
red,replaced,cht probe,addresses,1
red,replaced,cylinder,addresses,1
red x,operations check,,investigates,1
red x,operations check,egt,investigates,1
red x,replaced,egt,addresses,1
reduction in power,checks,aircraft,investigates,1
reduction in power,down loaded,card data,investigates,1
reduction in power,ran,aircraft,investigates,1
rough,adjust,engine,addresses,1
rough,adjust,engine,investigates,1
rough,cleaned,,addresses,1
rough,compression test,cylinder,investigates,1
rough,compression test,engine,investigates,1
rough,confirmed,,investigates,1
rough,confirmed,aircraft,investigates,1
rough,confirmed,engine,investigates,1
rough,dressed,propeller,investigates,1
rough,found,magneto,investigates,1
rough,ground run,cylinder,investigates,1
rough,ground run,engine,investigates,1
rough,inspected,engine,investigates,1
rough,inspected,exhaust valve,investigates,1
rough,installed,,addresses,1
rough,installed,remaining lines,addresses,1
rough,installed,tubes,addresses,1
rough,leak check,aircraft,investigates,1
rough,leak check,engine,investigates,1
rough,leak checked,aircraft,investigates,1
rough,leak checked,engine,investigates,1
rough,magnetos check,,investigates,1
rough,operational,engine,investigates,1
rough,operations,,investigates,1
rough,operations checked,cylinder,investigates,1
rough,operations checked,engine,investigates,1
rough,ran up to check,engine,investigates,1
rough,received,customer,investigates,1
rough,received,engine,investigates,1
rough chopping noise,confirmed,aircraft,investigates,1
rough chopping noise,confirmed,engine,investigates,1
rough chopping noise,inspecte,cowling,investigates,1
rough chopping noise,installed,cylinder,investigates,1
rough chopping noise,installed,hold downs,investigates,1
rough chopping noise,measured,ring gaps,investigates,1
rough chopping noise,ran,,investigates,1
rough chopping noise,ran,aircraft,investigates,1
rough chopping noise,torqued,cylinder,investigates,1
rough chopping noise,torqued,hold downs,investigates,1
rough operation,ground run,engine,investigates,1
rough operation,operations checked,engine,investigates,1
rough running,check,,investigates,1
rough running,compression check,cylinder,investigates,1
rough running,compression check,engine,investigates,1
rough running,finished reaming,exhaust valve guides,addresses,1
rough running,ground run,engine,investigates,1
rough running,ground run,magneto switch sele,investigates,1
rough running,installed,,addresses,1
rough running,leak check,,investigates,1
rough running,magnetos check,,investigates,1
rough running,observed,cowl,investigates,1
rough running,observed,spark plug leads,investigates,1
rough running,ran up to check,engine,investigates,1
rough running,replaced,cylinder assembly,addresses,1
rough running,run up,,investigates,1
rough running,serviced,mineral oil,investigates,1
rough running,torqued,cylinder,investigates,1
rough vibra,checks,aircraft,investigates,1
rough vibra,down loaded,card data,investigates,1
rough vibra,ran,aircraft,investigates,1
roughne,operations check,aircraft,investigates,1
roughne,ran up,aircraft,investigates,1
roughness,adjusted,intake,addresses,1
roughness,checked,aircraft,investigates,1
roughness,checks,engine,investigates,1
roughness,completed reassembly,engine,addresses,1
roughness,compression check,cylinder,investigates,1
roughness,compression check,cylinders,investigates,1
roughness,compression check,engine,investigates,1
roughness,idle mixture check,aircraft,investigates,1
roughness,idle mixture check,engine,investigates,1
roughness,idle mixture check,magneto,investigates,1
roughness,inspected,cylinder,investigates,1
roughness,inspected,engine,investigates,1
roughness,inspected,intake,investigates,1
roughness,installed,piston,addresses,1
roughness,installed,rings,addresses,1
roughness,lowered,exhaust,investigates,1
roughness,maintenance flight,piston,investigates,1
roughness,operations and leak checked,engine,investigates,1
roughness,precautionary landing,,investigates,1
roughness,prepped,cylinder,investigates,1
roughness,prepped,piston,investigates,1
roughness,ran,engine,investigates,1
roughness,ran up,aircraft,investigates,1
roughness,ran up,engine,investigates,1
roughness,reamed,cylinders,investigates,1
roughness,reamed,exhaust valve,investigates,1
roughness,reamed,exhaust valve guides,addresses,1
roughness,removing,baffles,investigates,1
roughness,removing,rocker cove,investigates,1
roughness,removing,spark plugs,investigates,1
roughness,serviced,engine,addresses,1
roughness,started,,investigates,1
roughness,started,engine,investigates,1
roughness,systems operations checked,engine,investigates,1
roughness,to check,baffle,investigates,1
roughness,to check,exhaust,investigates,1
roughness,to check,exhaust valve guides,investigates,1
roughness,to check,piston,investigates,1
roughness,to check,rocker covers,investigates,1
rpm drop,mixture check,engine,investigates,1
rpm drop,ran up,engine,investigates,1
rpm dropped,adjusted,aircraft,addresses,1
rpm dropped,checks,engine,investigates,1
rpm dropped,maintenance flight,engine,investigates,1
rpm dropped,operations check,aircraft,investigates,1
rpm dropped,override speed check,aircraft,investigates,1
rpm dropped,performed,exhaust valve,investigates,1
rpm dropped,ran,aircraft,investigates,1
rpm dropped,ran up,aircraft,investigates,1
rpm dropped,ran up,engine,investigates,1
rpm dropped normally,magneto check,aircraft,investigates,1
rpm dropped normally,operations check,aircraft,investigates,1
rpm dropped normally,ran,aircraft,investigates,1
rub mark,replaced,oil drain line,addresses,1
rubbing,adjusted,baffle,addresses,1
rubbing,adjusted,baffle support rod,addresses,1
rubbing,adjusted,oil,addresses,1
rubbing,adjusted,oil return line,addresses,1
rubbing,applied,baffle,addresses,1
rubbing,applied,high temperature sealant,addresses,1
rubbing,inspected,oil drain tube,investigates,1
rubbing,inspected,oil return line,investigates,1
rubbing,inspected,tie rod,investigates,1
rubbing,installed,oil line,addresses,1
rubbing,installed,spiral wrap,addresses,1
rubbing,installed,tie wire,addresses,1
rubbing,replaced,adel clamp,addresses,1
rubbing,replaced,push rod tu,addresses,1
rubbing,repositioned,baffle,addresses,1
rubbing,repositioned,clam,addresses,1
rubbing,repositioned,clamp,addresses,1
rubbing,repositioned,oil return line,addresses,1
rubbing,resecured,baffle,addresses,1
rubbing,resecured,muffler,addresses,1
rubbing,resecured,rtv,addresses,1
rubbing,secure,baffle,addresses,1
rubbing,tightened,lock nuts,addresses,1
rubbing,tightened,nuts,addresses,1
rubbing diagonal,inspection,,investigates,1
rubbing together,applied,two zip ties,addresses,1
rubbing together,moved,adel clamp,addresses,1
run rough,checked,,investigates,1
run rough,compression check,cylinder,investigates,1
run rough,inspected,cylinders,investigates,1
run rough anytim,ground run,cylinder,investigates,1
run rough anytim,ground run,engine,investigates,1
run rough anytim,ground run,magneto,investigates,1
run rough anytim,magneto check,engine,investigates,1
run rough anytim,magneto check,magneto,investigates,1
run rough momentarily,inspection,engine,investigates,1
run rough momentarily,replaced,cht probe,addresses,1
running . extremely roug,cleared,spark plugs,addresses,1
running . extremely roug,ran up,aircraft,investigates,1
running extremely rough,ran,engine,investigates,1
running extremely rough,ran,ver,investigates,1
running rough,bore scoped,cylinder,investigates,1
running rough,bore scoped,engine,investigates,1
running rough,borescoped,cylinder,investigates,1
running rough,checked,engine,investigates,1
running rough,confirmed,aircraft,investigates,1
running rough,confirmed,engine,investigates,1
running rough,ground ran,aircraft,investigates,1
running rough,ground run,engine,investigates,1
running rough,inspected,engine,investigates,1
running rough,installed,intercylinder baffle,addresses,1
running rough,installed,spark plugs,addresses,1
running rough,installed,tie rod,addresses,1
running rough,leak check,engine,investigates,1
running rough,magneto timing checked,engine,investigates,1
running rough,operations,,investigates,1
running rough,operations and leak checked,engine,investigates,1
running rough,operations check,aircraft,investigates,1
running rough,phase four inspection,engine,investigates,1
running rough,ran up,aircraft,investigates,1
running rough,replaced,cylinder,addresses,1
running rough,replaced,cylinder assembly,addresses,1
running rough,torqued,hold down nuts,addresses,1
running rough,torqued,spark plugs,addresses,1
running very rough,complied,fuel injector line,investigates,1
running very rough,compression check,cylinders,investigates,1
running very rough,confirmed,engine,investigates,1
running very rough,failure insp,fuel injector line,investigates,1
running very rough,leak and operations,aircraft,investigates,1
running very rough,leak and operations check,engine,investigates,1
running very rough,ran up,aircraft,investigates,1
running very rough,reamed,cylinder,addresses,1
running very rough,reamed,exhaust guides,addresses,1
running very rough,reviewed,fdm data,investigates,1
running very rough,verified,engine,investigates,1
runs,adjusted,adjustment screw,addresses,1
runs,adjusted,governor four turns coun,addresses,1
runs cold,installed,push rods,addresses,1
runs cold,installed,rockers,addresses,1
runs cold,started installation,cylinder,addresses,1
runs cold,tappet clearance checked,push rods,investigates,1
runs rough,checked,cylinder,investigates,1
runs rough,checked,exhaust valves,investigates,1
runs rough,cleaned,cylinder spark plugs,addresses,1
runs rough,compression check,cylinder,investigates,1
runs rough,compression check,exhaust valve,investigates,1
runs rough,gapped,cylinder spark plugs,addresses,1
runs rough,inspected,exhaust valve,investigates,1
runs rough,leak check,,investigates,1
runs rough,operations,,investigates,1
runs rough,operations,cylinder,investigates,1
runs rough,operations check,cylinder,investigates,1
runs rough,performed,cylinders,investigates,1
runs rough,ran,aircraft,investigates,1
runs rough,ran,cylinder,investigates,1
runs rough,reamed,exhaust va,addresses,1
runs rough,reamed,exhaust valves,addresses,1
runs rough,replaced,cylinder,addresses,1
runs rough,started,aircraft,investigates,1
runs rough,tested,cylinder spark plugs,investigates,1
runs very rough,started,aircraft,investigates,1
runs very rough,verified,engine,investigates,1
scored,replaced,push rods,addresses,1
scored,replaced,rocker arm,addresses,1
scored,replaced,rockers,addresses,1
scored,tappet clearance check,,investigates,1
seepage,leak check,,investigates,1
seepage,replaced,exhaust push rod tube seals,addresses,1
seeping,cleaned,bolt hole,addresses,1
seeping,ground run,backbone,investigates,1
seeping,inspected,intake,investigates,1
seeping,inspected,rocker gasket,investigates,1
seeping,installed,gasket,addresses,1
seeping,installed,rocker box cover gaskets,addresses,1
seeping,installed,rocker cover gasket,addresses,1
seeping,installed,seal,addresses,1
seeping,leak check,,investigates,1
seeping,leak check,crankshaft seal,investigates,1
seeping,leak checked,backbone,investigates,1
seeping,leak checked,propeller shaft seal,investigates,1
seeping,ran,,investigates,1
seeping,replaced,gaskets,addresses,1
seeping,replaced,oil seal,addresses,1
seeping,resealed,bolts,addresses,1
seeping,safetied,gasket,investigates,1
seeping,sealed,bolt hole,addresses,1
shakes violently,installed,push rods,addresses,1
shakes violently,installed,rockers,addresses,1
shakes violently,started installation,cylinder,addresses,1
shakes violently,tappet clearance checked,push rods,investigates,1
shaking,completed reassembly,engine,addresses,1
shaking,complied,fuel injector line,investigates,1
shaking,compression check,cylinders,investigates,1
shaking,failure insp,fuel injector line,investigates,1
shaking,leak and operations,aircraft,investigates,1
shaking,run up,engine,investigates,1
shaking,serviced,engine,addresses,1
shaking,verified,engine,investigates,1
sheared,completed reassembly,baffle rivet head,addresses,1
sheared,drilled,rivets,addresses,1
sheared,drilled out,rivet,addresses,1
sheared,installed,bracket,addresses,1
sheared,installed,rivet,addresses,1
sheared,installed,scr,addresses,1
sheared,reattached,,addresses,1
sheared,reattached,baffle support,addresses,1
sheared,reattached,bracket,addresses,1
sheared,reinstalled,baf,addresses,1
sheared,reinstalled,bafflin,addresses,1
sheared,repaired,,addresses,1
sheared,replaced,baffling,addresses,1
sheared,replaced,bracket,addresses,1
sheared,replaced,mount rivets,addresses,1
sheared,replaced,nuts,addresses,1
sheared,replaced,riv,addresses,1
sheared,replaced,scr,addresses,1
sheared,replaced,screw,addresses,1
sheared,replaced,two mount rivets,addresses,1
sheared,replaced,upper baffle material,addresses,1
sheared,resecured,baffle bracket,addresses,1
sheared,tightened,screws,addresses,1
shock violently,leak check,cylinder,investigates,1
shock violently,leak check,engine,investigates,1
shock violently,operations,cylinder,investigates,1
shock violently,operations,engine,investigates,1
shroud opening,fabricated,like material,addresses,1
shroud opening,fabricated,patch,addresses,1
shroud opening,installed,patch,addresses,1
shut down,ground run,,investigates,1
shut down,ground run,engine,investigates,1
shut down,nspected,engine,investigates,1
shut down,operations,,investigates,1
shut down,operations checked,engine,investigates,1
shutdown,adjusted,aircraft,addresses,1
shutdown,magneto checks,aircraft,investigates,1
shutdown,magneto checks,engine,investigates,1
shutdown,mixture check,aircraft,investigates,1
shutdown,mixture check,engine,investigates,1
shutdown,mixture idle check,engine,investigates,1
shutdown,operations,,investigates,1
shutdown,operations check,engine,investigates,1
shutdown,ran,engine,investigates,1
shutdown,ran up,aircraft,investigates,1
shutdown,ran up,engine,investigates,1
shutdown,reamed,exhaust va,addresses,1
shutdown,started,aircraft,investigates,1
shutdown,verified,engine,investigates,1
shutdown when,reamed,exhaust va,addresses,1
shuttered,checks,aircraft,investigates,1
shuttered,checks,engine,investigates,1
shuttered,ran,aircraft,investigates,1
significant vibratio,ran,egt,investigates,1
significant vibratio,ran,engine,investigates,1
sitting,ran,aircraft,investigates,1
slight drop in rpm,performed,cylinder,investigates,1
slight fluctuations,inspected,,investigates,1
slight power loss,differential compression test,,investigates,1
sloppy,replaced,throttle linkage,addresses,1
small dent,installed,push rod,addresses,1
small dent,installed,seals,addresses,1
smiled,inspected,exhaust valve,investigates,1
smiled,inspected,piston,investigates,1
smoked out,installed,magnetos,addresses,1
smoked out,leak check,aircraft,investigates,1
smoked out,leak check,engine,investigates,1
smoked out,magneto checks,aircraft,investigates,1
smoked out,magneto checks,engine,investigates,1
smoked out,ran,aircraft,investigates,1
smoking,checked,purge system,investigates,1
smoking,inspected,purge system,investigates,1
smoothed out,started,aircraft,investigates,1
smoothed out,started,engine,investigates,1
some noise,inspected,engine,investigates,1
some noise,ran,aircraft,investigates,1
sounded like,compression check,,investigates,1
sounded like,confirmed,aircraft,investigates,1
sounded like,ran,aircraft,investigates,1
split,replaced,gasket,addresses,1
sput,checks,engine,investigates,1
sput,ran,aircraft,investigates,1
sput,ran,engine,investigates,1
sputter,ground . run several times,aircraft,investigates,1
sputter,ground . run several times,engine,investigates,1
sputter,ground run,engine,investigates,1
sputter,ran,aircraft,investigates,1
sputtered,ran,engine,investigates,1
sputtering,confirmed,engine,investigates,1
sputtering,ground run,aircraft,investigates,1
sputtering,operations and leak checked,engine,investigates,1
sputtering,operations and leak checked,throttle,investigates,1
sputtering,ran,aircraft,investigates,1
sputtering,ran,engine,investigates,1
sputtering,ran up,engine,investigates,1
sputtering,replaced,magneto,addresses,1
sputtering noise,checks,engine,investigates,1
sputtering noise,ran,aircraft,investigates,1
squeezed out,replaced,gasket,addresses,1
started but ran very rough,compression check,,investigates,1
started but ran very rough,confirmed,aircraft,investigates,1
started but ran very rough,confirmed,engine,investigates,1
started but ran very rough,ran,aircraft,investigates,1
started making abnormal sound,ran up,aircraft,investigates,1
started normally,operations,aircraft,investigates,1
started normally,ran,aircraft,investigates,1
started normally,ran up,aircraft,investigates,1
started normally,ran up,idle mixture linkage,investigates,1
started normally,reindexed,aircraft,investigates,1
started normally,reindexed,idle mixture linkage,investigates,1
started normally,reindexed mixture linkage,,investigates,1
started running rough,began performing,,investigates,1
started running rough,completed reassembly,cylinder assembly,addresses,1
started running rough,confirmed,cylinder,investigates,1
started running rough,ground run,engines,investigates,1
started running rough,installed,,addresses,1
started running rough,installed,cylinder assembly,addresses,1
started running rough,leak check,aircraft,investigates,1
started running rough,operations,aircraft,investigates,1
started running rough,operations check,aircraft,investigates,1
started running rough,ran up,aircraft,investigates,1
started running rough,reamed,exhaust valves,addresses,1
started running rough,reamed,guides,addresses,1
started running rough,started,engines,investigates,1
started running rough shortly,freed,exhaust valve,investigates,1
started running rough shortly,inspected,exhaust valve,investigates,1
started running rough shortly,ran,engine,investigates,1
started to ru,inspect,cowling,investigates,1
started to ru,ran,aircraft,investigates,1
started to smell heavy fumes,ran up,aircraft,investigates,1
sticking,attempted to stake,valve,investigates,1
sticking,installation,cylinder,addresses,1
sticking,installed,cylinder,addresses,1
sticking,installed,remaining items,addresses,1
sticking,installed,two - 28 push rods,addresses,1
sticking,leak check,aircraft,investigates,1
sticking,operations,aircraft,investigates,1
strange howling noise,ground run,,investigates,1
strange howling noise,inspected,,investigates,1
stripped,drilled,hole,addresses,1
stripped,drilled stripped,hole,addresses,1
stripped,reinstalled,intake,addresses,1
stripped,repaired,bolt hole,addresses,1
stripped,repaired,heli-coil kit,addresses,1
stripped,replaced,hardware,addresses,1
stripped,replaced,screw,addresses,1
stripped,replaced,tie rod,addresses,1
stripped,stripped,hole,addresses,1
stuck,began reaming,exhaust valves,addresses,1
stuck,check,valve,investigates,1
stuck,checked,valve,investigates,1
stuck,compression test,exhaust valve,investigates,1
stuck,confirmed,,investigates,1
stuck,dry tappet clearance check,exhaust valve,investigates,1
stuck,finished disassembly,exhaust valves,addresses,1
stuck,finished reaming,exhaust valve guides,addresses,1
stuck,inspected,cylinder,investigates,1
stuck,inspected,exhaust valve,investigates,1
stuck,installed,cowl,addresses,1
stuck,installed,cylinder assembly,addresses,1
stuck,installed,remaining lines,addresses,1
stuck,installed,tubes,addresses,1
stuck,leak check,,investigates,1
stuck,operations,,investigates,1
stuck,performed,cylinder,investigates,1
stuck,ran up,aircraft,investigates,1
stuck,reamed,exhaust guide,addresses,1
stuck,reaming,valve,addresses,1
stuck,reasssembled,cylinder,addresses,1
stuck,replaced,upper nutplate,addresses,1
stuck,verified,cylinder,investigates,1
sudden stoppage,install,engine,addresses,1
surging,operations check,engine,investigates,1
surging,ran,aircraft,investigates,1
tapping,run up,engine,investigates,1
tearing off,installed,baffle seal,addresses,1
ticking,visual inspection,engine,investigates,1
"ticking , chirping noise",ran,aircraft,investigates,1
tight,began,exhaust guide,investigates,1
tight,inspected,exhaust valve,investigates,1
tightening,resecured,rocker cover screws,addresses,1
timed out,engine run up,,investigates,1
timed out,installed,,addresses,1
timed out,installed,engine,addresses,1
timed out,leak check,,investigates,1
timed out,replaced,oil cooler,addresses,1
too large,installed,adel clamp,addresses,1
too large,installed,baffle patch,addresses,1
too large,installed,like material,addresses,1
too long,replaced,push rods,addresses,1
too many,installed,ring gear assembly,addresses,1
too many,replaced,baffle plugs,addresses,1
too many damaged,installed,ring gear assembly,addresses,1
too short,completed reassembly,exhaust push rod,addresses,1
too short,replace,exhaust push rod,addresses,1
too short,replace,valve guide,addresses,1
too short,replaced,exhaust push rod,addresses,1
too tight,determined,,investigates,1
too tight,inspected,,investigates,1
torn,applied,high temperature silicone,addresses,1
torn,applied,rubber silicone,addresses,1
torn,fastened,baffle seal,addresses,1
torn,fastened,propeller rivet,addresses,1
torn,found,seal,investigates,1
torn,installed,grommet,addresses,1
torn,installed,rocker box cover gasket,addresses,1
torn,installed,seal,addresses,1
torn,installed,seals,addresses,1
torn,reattached,rubber baffle seal,addresses,1
torn,repaired,baffle seals,addresses,1
torn,repaired,hole,addresses,1
torn,replaced,air intake tube,addresses,1
torn,replaced,baffle material,addresses,1
torn,replaced,baffle seal fastener,addresses,1
torn,replaced,baffles seals,addresses,1
torn,replaced,clamp,addresses,1
torn,replaced,cowl shock mounts,addresses,1
torn,replaced,intake gasket,addresses,1
torn,replaced,mounts,addresses,1
torn,replaced,primer line sleeve,addresses,1
torn,replaced,section,addresses,1
torn,resecured,,addresses,1
torn,resecured,baffle seal,addresses,1
torn loose,replaced,baffle seal fastener,addresses,1
uncommanded increase,inspected,external linkage,investigates,1
unseated,replaced,gasket,addresses,1
unseated,replaced,o-ring,addresses,1
unsecured,resecured,baffle seal,addresses,1
unsecured,resecured,pop rivets,addresses,1
unsupported,resecured,baffle standoff,addresses,1
unsupported,resecured,wiring,addresses,1
unusual indication,compression test,cylinder,investigates,1
unusual indication,compression test,engine,investigates,1
unusual indication,confirmed,,investigates,1
unusually rough,adjusted,throttle,investigates,1
unusually rough,began install,engine,investigates,1
unusually rough,compressions checked,engine,investigates,1
unusually rough,installed,fuel,addresses,1
unusually rough,installed,fuel flow transducer,addresses,1
unusually rough,installed,fuel lines,addresses,1
unusually rough,installed,induction elbow,addresses,1
unusually rough,installed,oil,addresses,1
unusually rough,magneto drops check,engine,investigates,1
unusually rough,maintenance flight,,investigates,1
unusually rough,routed,ignition leads,investigates,1
unusually rough,started,aircraft,investigates,1
unusually rough,started,engine,investigates,1
very difficult,installed,gasket,addresses,1
very rough,borescop,cylinder,investigates,1
very rough,borescop,engine,investigates,1
very rough,completed reassembly,,addresses,1
very rough,compression test,cylinder,investigates,1
very rough,leak check,aircraft,investigates,1
very rough,operations,aircraft,investigates,1
very rough,replaced,assembly,addresses,1
very rough,replaced,cylinder,addresses,1
very rough,torqued,assembly,investigates,1
very rough,torqued,cylinder,investigates,1
very rough,verified,engine,investigates,1
vibrated,checked,,investigates,1
vibrated,maintenance flight,,investigates,1
vibrated,operations check,engine,investigates,1
vibrated,ran,aircraft,investigates,1
vibrating,completed reassembly,cylinder assembly,addresses,1
vibrating,confirmed,cylinder,investigates,1
vibrating,installed,,addresses,1
vibrating,installed,cylinder assembly,addresses,1
vibrating,leak check,aircraft,investigates,1
vibrating,operations,aircraft,investigates,1
vibrating,reamed,exhaust valves,addresses,1
vibrating,reamed,guides,addresses,1
vibration,began installation,cylinder,addresses,1
vibration,began reaming,exhaust valves,addresses,1
vibration,compression check,aircraft,investigates,1
vibration,cylinder installation,engine,addresses,1
vibration,engine change,engine,addresses,1
vibration,finished installation,cylinder,addresses,1
vibration,finished reaming,exhaust valve guides,addresses,1
vibration,ground,engine,investigates,1
vibration,ground run,engine,investigates,1
vibration,ground run,magneto switch sele,investigates,1
vibration,inspected,exhaust valve,investigates,1
vibration,inspected,piston,investigates,1
vibration,installed,cylinder assembly,addresses,1
vibration,installed,fuel injector nozzles,addresses,1
vibration,installed,push rods,addresses,1
vibration,leak check,,investigates,1
vibration,magneto checks,engine,investigates,1
vibration,mixture check,engine,investigates,1
vibration,ran,acft,investigates,1
vibration,ran up,engine,investigates,1
vibration,reaming,valve,addresses,1
vibration,reinstalled,fuel injector nozzles,addresses,1
vibration,replaced,cylinder,addresses,1
vibration,replaced,cylinder assembly,addresses,1
vibration,run up,,investigates,1
vibration,taxied,aircraft,investigates,1
vibration,torqued,cylinder,investigates,1
vibration noise,visual inspection,engine,investigates,1
vibrations,began,exhaust guide,investigates,1
vibrations,completed assembly,baffles,investigates,1
vibrations,idle mixture check,aircraft,investigates,1
vibrations,idle mixture check,engine,investigates,1
vibrations,idle mixture check,magneto,investigates,1
vibrations,inspected,,investigates,1
vibrations,leak check,aircraft,investigates,1
vibrations,maintenance flight,,investigates,1
vibrations,ran,aircraft,investigates,1
vibrations,ran,blades,investigates,1
vibrations,routed,oil lines,investigates,1
vibrations,run up,aircraft,investigates,1
vibrations,secured,oil lines,investigates,1
waiting,installed,push rods,addresses,1
waiting,installed,rocker arms,addresses,1
waiting,reinstalled,chip plugs,addresses,1
waiting,safetied,chip plugs,investigates,1
wallard out,installed,doubler,addresses,1
wants to die,ground run,engine,investigates,1
wants to die,operations checked,engine,investigates,1
weak,replaced,air intake assembly,addresses,1
wear,applied,red rtv,addresses,1
wear,applied,seal,addresses,1
wear,finished installation,engine,addresses,1
wear,finished installation,engine breather support,addresses,1
wear,leak check,,investigates,1
wear,operations,,investigates,1
wear,replaced,engine mount,addresses,1
wear,torqued,engine,addresses,1
wear marks,rtv ' ed,baffle seals,addresses,1
wearing,applied,black rtv,addresses,1
wearing,applied,black seal,addresses,1
wearing,applied,intake filter,addresses,1
wearing,installed,baffle,addresses,1
wearing,installed,black cowling seal,addresses,1
wearing,installed,black rtv,addresses,1
wearing,installed,cowl seal,addresses,1
wearing,installed,intake,addresses,1
wearing,installed,seal,addresses,1
wearing,repositioned,tie rod,addresses,1
wearing,sealed,air intake camlocks,addresses,1
wearing,sealed,rtv,addresses,1
wearing,sealed,seal,addresses,1
wearing,sealed up,baffle seal,addresses,1
wearing,sealed up,baffle seal,investigates,1
wearing,sealed up,inlet,addresses,1
wearing,sealed up,inlet,investigates,1
wearing into,patched,baffle,addresses,1
wearing into,patched,silicone sealant,addresses,1
weeping,leak check,intake push rod tube inner seal,investigates,1
weeping,reseat,seal,investigates,1
weeping,rotated,push rod tube,addresses,1
weeping,rotated,seal,addresses,1
weeping fuel,inspected,air induction elbow,investigates,1
wet with oil,magneto check,engine,investigates,1
wet with oil,magneto check,magneto,investigates,1
wet with oil,magneto check,plugs,investigates,1
whistling noise,ran,aircraft,investigates,1
will not make enough,inspected,intake tube,investigates,1
will not make enough,replaced,,addresses,1
will not make power,ran,aircraft,investigates,1
will not start,run up,engine,investigates,1
will not start,started,aircraft,investigates,1
will not start,started,engine,investigates,1
won ' t start,attempt to start,aircraft,investigates,1
won ' t tighten,cleaned,screw,addresses,1
won ' t tighten,cleaned,threads,addresses,1
won ' t tighten,tightened,screw,addresses,1
won feet t go any higher,maintenance flight,,investigates,1
worn,applied,air filter,addresses,1
worn,applied,air inlet,addresses,1
worn,applied,baffle,addresses,1
worn,applied,baffle seals,addresses,1
worn,applied,black baffle seal,addresses,1
worn,applied,cowl,addresses,1
worn,applied,high temperature rtv,addresses,1
worn,applied,intake filter bracket,addresses,1
worn,applied,red rtv,addresses,1
worn,applied,sealant,addresses,1
worn,applied,silicone sealant,addresses,1
worn,applied,two part epoxy,addresses,1
worn,fabricated,clip,addresses,1
worn,fabricated,like ma,addresses,1
worn,fabricated,patch,addresses,1
worn,fabricated,seals,addresses,1
worn,fabricated replacement,,addresses,1
worn,filled,black seal,addresses,1
worn,filled,intake,addresses,1
worn,filled,rtv,addresses,1
worn,install,access hole doubler,addresses,1
worn,installed,,addresses,1
worn,installed,baffle black seal,addresses,1
worn,installed,baffle buttons,addresses,1
worn,installed,baffle caps,addresses,1
worn,installed,baffle doubler,addresses,1
worn,installed,black baffle seal,addresses,1
worn,installed,buttons,addresses,1
worn,installed,clip,addresses,1
worn,installed,filter,addresses,1
worn,installed,front baffling,addresses,1
worn,installed,grommet,addresses,1
worn,installed,holes,addresses,1
worn,installed,intake filter housing,addresses,1
worn,installed,ones,addresses,1
worn,installed,patches,addresses,1
worn,installed,rivet,addresses,1
worn,installed,rtv silicone,addresses,1
worn,installed,screen,addresses,1
worn,installed,striker plates,addresses,1
worn,installed,two buttons,addresses,1
worn,installed riveted,patches,addresses,1
worn,ordered,part,addresses,1
worn,patched,air intake,addresses,1
worn,patched,baffle,addresses,1
worn,patched,black seal,addresses,1
worn,patched,seal,addresses,1
worn,repaired,baffle,addresses,1
worn,repaired,baffle plug holes,addresses,1
worn,repaired,doubler,addresses,1
worn,repaired,high temperature silicone,addresses,1
worn,repaired,patches,addresses,1
worn,repaired,seal,addresses,1
worn,replaced,air filter box,addresses,1
worn,replaced,baffle seal,addresses,1
worn,replaced,baffle seals,addresses,1
worn,replaced,brake linings,addresses,1
worn,replaced,button,addresses,1
worn,replaced,button plug,addresses,1
worn,replaced,covers,addresses,1
worn,replaced,grommet,addresses,1
worn,replaced,intake tube flange,addresses,1
worn,replaced,ones,addresses,1
worn,replaced,spark plug baffle plugs,addresses,1
