issue,action,item,kind,record_count
stuck,insp,cylinder,investigates,1
stuck,insp,exhaust valve,investigates,1
stuck,installed,cowl,addresses,1
stuck,installed,cylinder assembly,addresses,1
stuck,leak check,,investigates,1
stuck,performed,cylinder,investigates,1
stuck,ran up,aircraft,investigates,1
stuck,reamed,cylinder,addresses,1
stuck,reamed,exhaust guide,addresses,1
stuck,reaming,valve,addresses,1
stuck,reasssembled,cylinder,addresses,1
stuck,verified,cylinder,investigates,1
surging,operations check,engine,investigates,1
surging,ran,aircraft,investigates,1
tapping,run up,engine,investigates,1
tear,applied,baffle seal,addresses,1
tear,applied,high temperature silicone,addresses,1
tearing off,installed,baffle seal,addresses,1
ticking,visual insp,engine,investigates,1
ticking / chirping noise,ran,aircraft,investigates,1
tight,began,exhaust guide,investigates,1
tight,inspected,exhaust valve,investigates,1
timed out,engine run up,,investigates,1
timed out,installed,,addresses,1
timed out,installed,engine,addresses,1
timed out,installed,spark p,addresses,1
timed out,leak check,,investigates,1
timed out,pre - oil,,investigates,1
timed out,replaced,oil cooler,addresses,1
too large,installed,adel clamp,addresses,1
too large,installed,baffle patch,addresses,1
too long,replaced,push rods,addresses,1
too many damaged,installed,ring gear assembly,addresses,1
too short,reassembled,cylinder,addresses,1
too short,repla,exhaust push rod,addresses,1
too short,replaced,exhaust push rod,addresses,1
too tight,determined,,investigates,1
too tight,inspected,,investigates,1
torn,applied,baffle seals,addresses,1
torn,applied,high temperature silicone,addresses,1
torn,applied,rubber silicone,addresses,1
torn,applied,zip,addresses,1
torn,fastened,propeller rivet,addresses,1
torn,installed,baffle seal,addresses,1
torn,installed,grommet,addresses,1
torn,installed,rocker box cover gasket,addresses,1
torn,installed,seal,addresses,1
torn,installed,seals,addresses,1
torn,made,seals,addresses,1
torn,reattached,rubber baffle seal,addresses,1
torn,repaired,baffle seals,addresses,1
torn,repaired,hole,addresses,1
torn,replaced,air intake tube,addresses,1
torn,replaced,baffle material,addresses,1
torn,replaced,baffle seal fastener,addresses,1
torn,replaced,baffles seals,addresses,1
torn,replaced,clamp,addresses,1
torn,replaced,cowl shock mounts,addresses,1
torn,replaced,grommet,addresses,1
torn,replaced,intake gasket,addresses,1
torn,replaced,mounts,addresses,1
torn,replaced,primer line sleeve,addresses,1
torn,resecured,,addresses,1
torn,resecured,baffle seal,addresses,1
torn,stop drilled,baffle seal,addresses,1
torn loose,replaced,baffle seal fastener,addresses,1
unable to start,installed,engine blanket,addresses,1
unable to start,started,crew,investigates,1
unable to start,started,engine,investigates,1
uncommanded increase,inspected,external linkage,investigates,1
unseated,replaced,gasket,addresses,1
unseated,replaced,o - ring,addresses,1
unsecured,resecured,baffle seal,addresses,1
unsecured,resecured,pop rivets,addresses,1
unsecured,secured,cowl seal,addresses,1
unsupported,resecured,wiring,addresses,1
unusual indication,compression test,cylinder,investigates,1
unusual indication,confirmed,,investigates,1
unusually rough,adjusted,throttle,investigates,1
unusually rough,began install,engine,investigates,1
unusually rough,compressions checked,engine,investigates,1
unusually rough,installed,fuel,addresses,1
unusually rough,installed,fuel flow transducer,addresses,1
unusually rough,installed,fuel lines,addresses,1
unusually rough,installed,oil,addresses,1
unusually rough,magneto drops check,engine,investigates,1
unusually rough,maintenance flight,,investigates,1
unusually rough,routed,ignition leads,investigates,1
unusually rough,started,aircraft,investigates,1
unusually rough,started,engine,investigates,1
very rough,borescop,cylinder,investigates,1
very rough,compression test,cylinder,investigates,1
very rough,leak check,aircraft,investigates,1
very rough,operations,aircraft,investigates,1
very rough,replaced,assembly,addresses,1
very rough,replaced,cylinder,addresses,1
very rough,torqued,assembly,investigates,1
very rough,verified,engine,investigates,1
vibrated,checked,engine,investigates,1
vibrated,maintenance flight,,investigates,1
vibrated,operations check,engine,investigates,1
vibrated,ran,aircraft,investigates,1
vibrated,ran,engine,investigates,1
vibrating,completed reassembly,cylinder assembly,addresses,1
vibrating,confirmed,,investigates,1
vibrating,disassembled,exhaust valves,addresses,1
vibrating,installed,cylinder assembly,addresses,1
vibrating,leak check,engine,investigates,1
vibrating,operations,engine,investigates,1
vibrating,reamed,,addresses,1
vibration,began installation,cylinder,addresses,1
vibration,compression check,aircraft,investigates,1
vibration,cylinder installation,engine,addresses,1
vibration,finished installation,cylinder,addresses,1
vibration,finished reaming,exhaust valve guides,addresses,1
vibration,ground run,engine,investigates,1
vibration,inspected,piston,investigates,1
vibration,installed,cylinder assembly,addresses,1
vibration,installed,fuel injector nozzles,addresses,1
vibration,leak check,,investigates,1
vibration,magneto checks,aircraft,investigates,1
vibration,magneto checks,engine,investigates,1
vibration,mixture check,,investigates,1
vibration,ran,engine,investigates,1
vibration,ran up,engine,investigates,1
vibration,reaming,valve,addresses,1
vibration,reinstalled,fuel injector nozzles,addresses,1
vibration,replaced,cylinder,addresses,1
vibration,replaced,cylinder assembly,addresses,1
vibration,run up,,investigates,1
vibration,taxied,aircraft,investigates,1
vibration noise,visual insp,engine,investigates,1
vibrations,began,exhaust guide,investigates,1
vibrations,engine change,engine,addresses,1
vibrations,ground r,engine,investigates,1
vibrations,idle mixture check,engine,investigates,1
vibrations,inspected,,investigates,1
vibrations,leak check,aircraft,investigates,1
vibrations,maintenance flight,,investigates,1
vibrations,ran,aircraft,investigates,1
vibrations,routed,oil lines,investigates,1
vibrations,run up,aircraft,investigates,1
vibrations,secured,oil lines,investigates,1
wants to die,ground run,engine,investigates,1
wants to die,operations checked,engine,investigates,1
weak,replaced,air intake assembly,addresses,1
wear,applied,red rtv,addresses,1
wear,applied,seal,addresses,1
wear,finished installation,engine,addresses,1
wear,leak check,,investigates,1
wear,operations,,investigates,1
wear,replaced,engine mount,addresses,1
wear marks,rtv ' ed,baffle seals,addresses,1
wearing,applied,black rtv,addresses,1
wearing,applied,black seal,addresses,1
wearing,installed,baffle,addresses,1
wearing,installed,black cowling seal,addresses,1
wearing,installed,black rtv,addresses,1
wearing,installed,cowl seal,addresses,1
wearing,installed,intake,addresses,1
wearing,repositioned,tie rod,addresses,1
wearing,sealed,seal,addresses,1
wearing,sealed up,,investigates,1
wearing into,installed,intake air filter frame,addresses,1
wearing into,installed,rtv,addresses,1
wearing into,installed,seal,addresses,1
weeping,leak check,intake push rod tube inner seal,investigates,1
weeping,rotated,push rod tube,addresses,1
whistling noise,ran,aircraft,investigates,1
will not make enough,inspected,intake tube,investigates,1
will not make enough,replaced,,addresses,1
will not make power,ran,aircraft,investigates,1
will not start,run up proced,engine,investigates,1
will not start,started,aircraft,investigates,1
will not start,started,engine,investigates,1
won ' t go any higher,maintenance flight,,investigates,1
won ' t tighten,cleaned,threads,addresses,1
won ' t tighten,tightened,screw,addresses,1
worn,applied,2 part epoxy,addresses,1
worn,applied,baffle,addresses,1
worn,applied,baffle seals,addresses,1
worn,applied,cowl seal,addresses,1
worn,applied,high temperature rtv,addresses,1
worn,applied,intake,addresses,1
worn,applied,sealant,addresses,1
worn,applied,silicone sealant,addresses,1
worn,fabricated,clip,addresses,1
worn,fabricated,like materials,addresses,1
worn,fabricated,patch,addresses,1
worn,filled,baffle seal,addresses,1
worn,filled,black rtv,addresses,1
worn,filled,seal,addresses,1
worn,install,access hole doubler,addresses,1
worn,installed,2 buttons,addresses,1
worn,installed,air intake,addresses,1
worn,installed,baffle,addresses,1
worn,installed,baffle black seal,addresses,1
worn,installed,baffle caps,addresses,1
worn,installed,baffle doubler,addresses,1
worn,installed,baffling,addresses,1
worn,installed,black baffle seal,addresses,1
worn,installed,buttons,addresses,1
worn,installed,clip,addresses,1
worn,installed,grommet,addresses,1
worn,installed,holes,addresses,1
worn,installed,intake filter housing,addresses,1
worn,installed,patches,addresses,1
worn,installed,rivet,addresses,1
worn,installed,rtv silicone,addresses,1
worn,installed,screen,addresses,1
worn,installed,striker plates,addresses,1
worn,installed riveted,,addresses,1
worn,patched,black seal,addresses,1
worn,put,rtv,addresses,1
worn,repaired,,addresses,1
worn,repaired,baffle,addresses,1
worn,repaired,baffle plug holes,addresses,1
worn,repaired,high temperature silicone,addresses,1
worn,repaired,patches,addresses,1
worn,repaired,seal,addresses,1
worn,replaced,1 plug,addresses,1
worn,replaced,2 buttons,addresses,1
worn,replaced,air filter box,addresses,1
worn,replaced,airbox,addresses,1
worn,replaced,baffle seal,addresses,1
worn,replaced,baffle seals,addresses,1
worn,replaced,brake linings,addresses,1
worn,replaced,button,addresses,1
worn,replaced,button plug,addresses,1
worn,replaced,covers,addresses,1
worn,replaced,grommet,addresses,1
worn,replaced,intake tube flange,addresses,1
worn,replaced,ones,addresses,1
worn,replaced,spark plug,addresses,1
worn,replaced,spark plug baffle plugs,addresses,1
worn,replaced,thrust buttons,addresses,1
worn,repositioned,baffle,addresses,1
worn,repositioned,baffle tie,addresses,1
worn,riveted,baffle,addresses,1
worn,riveted,doubler,addresses,1
worn,riveted,patch,addresses,1
worn,sealed,black rtv,addresses,1
worn,sealed,black seal,addresses,1
worn,sealed,seal,addresses,1
worn,secured,seals,addresses,1
worn,secured,section,addresses,1
worn through,fabricated,baffle piece,addresses,1
worn through,fabricated,like material,addresses,1
worn through,fabricated,section,addresses,1
worn through,installed,hardware,addresses,1
would fluctuate,ran up,aircraft,investigates,1
would increase significantly,ground run,engine,investigates,1
would increase significantly,insp,engine,investigates,1
would increase significantly,operations checked,engine,investigates,1
would intermittently lose,borescoped,cylinder,investigates,1
would intermittently lose,borescoped,piston,investigates,1
would intermittently lose,borescoped,valve contact,investigates,1
would not increase,checked,exhaust valves,investigates,1
would not increase,run up checked,aircraft,investigates,1
would not latch,adjusted,striker plate,addresses,1
would not latch,operations check,,investigates,1
would not start,leaned,,addresses,1
would not start,performed normal engine start,engine,investigates,1
would not start,ran,engine,investigates,1
would not stay open,tightened,bolt that attaches cowl flap levers,addresses,1
would not stay open,tightened,that attaches cowl flap levers,addresses,1
would quit,checks,engine,investigates,1
would quit,ran,aircraft,investigates,1
would rise,operations check,aircraft,investigates,1
would rise,ran,aircraft,investigates,1
would shutdown,ground run,engine,investigates,1
would shutdown,verified,engine,investigates,1
would sputter,ran up,aircraft,investigates,1
would sputter,ran up,engine,investigates,1
would start to quit,run,engine,investigates,1
would turn twice,started,aircraft,investigates,1
wouldn ' t go to full power,compression test,cylinder,investigates,1
wouldn ' t go to full power,dry tappet cl,cylinder,investigates,1
wouldn ' t go to full power,ground,intake valve,addresses,1
wouldn ' t go to full power,ground,seat,addresses,1
wouldn ' t go to full power,installation,cylinder,addresses,1
wouldn ' t go to full power,lapped,intake valve,addresses,1
wouldn ' t go to full power,lapped,seat,addresses,1
wouldn ' t start,checked,aircraft,investigates,1
wouldn ' t start,started,aircraft,investigates,1
wrong position,installed,lock washer,addresses,1
zero,ground,exhaust valve,investigates,1
zero,replaced,cylinder,addresses,1
zero,replaced,cylinder assembly,addresses,1
zero,replaced,exhaust valve,addresses,1
zero,replaced,piston,addresses,1
zero,test,,investigates,1
zero,tried staking,exhaust valve,investigates,1
zero compression,dry tappet clearance checked,cylinder,investigates,1
zero compression,installed,valve train,addresses,1
zero compression,leak checked,aircraft,investigates,1
