node_id,label,type,mention_count,record_count
ABN_PROC:started to ru,started to ru,ABN_PROC,1,1
ABN_PROC:started to smell heavy fumes,started to smell heavy fumes,ABN_PROC,1,1
ABN_PROC:still showing discharge,still showing discharge,ABN_PROC,1,1
ABN_PROC:strange howling noise,strange howling noise,ABN_PROC,1,1
ABN_PROC:surging,surging,ABN_PROC,1,1
ABN_PROC:tapping,tapping,ABN_PROC,1,1
ABN_PROC:tearing off,tearing off,ABN_PROC,1,1
ABN_PROC:ticking,ticking,ABN_PROC,1,1
ABN_PROC:ticking / chirping noise,ticking / chirping noise,ABN_PROC,1,1
ABN_PROC:too long,too long,ABN_PROC,1,1
ABN_PROC:too tight,too tight,ABN_PROC,1,1
ABN_PROC:uncommanded increase,uncommanded increase,ABN_PROC,1,1
ABN_PROC:unsupported,unsupported,ABN_PROC,1,1
ABN_PROC:vibration noise,vibration noise,ABN_PROC,1,1
ABN_PROC:wants to die,wants to die,ABN_PROC,1,1
ABN_PROC:wearing into,wearing into,ABN_PROC,1,1
ABN_PROC:weeping fuel,weeping fuel,ABN_PROC,1,1
ABN_PROC:went to red,went to red,ABN_PROC,1,1
ABN_PROC:whistling noise,whistling noise,ABN_PROC,1,1
ABN_PROC:will not loosen,will not loosen,ABN_PROC,1,1
ABN_PROC:will not make enough,will not make enough,ABN_PROC,1,1
ABN_PROC:will not make power,will not make power,ABN_PROC,1,1
ABN_PROC:will not start hot,will not start hot,ABN_PROC,1,1
ABN_PROC:won ' t go any higher,won ' t go any higher,ABN_PROC,1,1
ABN_PROC:won ' t tighten,won ' t tighten,ABN_PROC,1,1
ABN_PROC:would fluctuate,would fluctuate,ABN_PROC,1,1
ABN_PROC:would increase significantly,would increase significantly,ABN_PROC,1,1
ABN_PROC:would intermittently lose,would intermittently lose,ABN_PROC,1,1
ABN_PROC:would not latch,would not latch,ABN_PROC,1,1
ABN_PROC:would not stabilize,would not stabilize,ABN_PROC,1,1
ABN_PROC:would not stay open,would not stay open,ABN_PROC,1,1
ABN_PROC:would quit,would quit,ABN_PROC,1,1
ABN_PROC:would rise,would rise,ABN_PROC,1,1
ABN_PROC:would shutdown,would shutdown,ABN_PROC,1,1
ABN_PROC:would start to quit,would start to quit,ABN_PROC,1,1
ABN_PROC:would turn twice,would turn twice,ABN_PROC,1,1
ABN_PROC:wouldn ' t start,wouldn ' t start,ABN_PROC,1,1
ACTION:accessed,accessed,ACTION,1,1
ACTION:acquired,acquired,ACTION,1,1
ACTION:adju,adju,ACTION,1,1
ACTION:adjust,adjust,ACTION,1,1
ACTION:adjust mixture,adjust mixture,ACTION,1,1
ACTION:aligned,aligned,ACTION,1,1
ACTION:alternators check,alternators check,ACTION,1,1
ACTION:assembly,assembly,ACTION,1,1
ACTION:attempt to start,attempt to start,ACTION,1,1
ACTION:attempted,attempted,ACTION,1,1
ACTION:attempted staking,attempted staking,ACTION,1,1
ACTION:attempted to adjust,attempted to adjust,ACTION,1,1
ACTION:attempted to le,attempted to le,ACTION,1,1
ACTION:attempted to stake,attempted to stake,ACTION,1,1
ACTION:baffle checks,baffle checks,ACTION,1,1
ACTION:bearing clearance check,bearing clearance check,ACTION,1,1
ACTION:began,began,ACTION,1,1
ACTION:began assembly,began assembly,ACTION,1,1
ACTION:began disconnecti,began disconnecti,ACTION,1,1
ACTION:began insp,began insp,ACTION,1,1
ACTION:began install,began install,ACTION,1,1
ACTION:began installation,began installation,ACTION,1,1
ACTION:began reaming,began reaming,ACTION,1,1
ACTION:began replacing,began replacing,ACTION,1,1
ACTION:began routing,began routing,ACTION,1,1
ACTION:began transferr,began transferr,ACTION,1,1
ACTION:began transferring,began transferring,ACTION,1,1
ACTION:began visual insp,began visual insp,ACTION,1,1
ACTION:bled,bled,ACTION,1,1
ACTION:blew out,blew out,ACTION,1,1
ACTION:borescop,borescop,ACTION,1,1
ACTION:brought,brought,ACTION,1,1
ACTION:chafe protection,chafe protection,ACTION,1,1
ACTION:chased threads,chased threads,ACTION,1,1
ACTION:checked torque,checked torque,ACTION,1,1
ACTION:clamped,clamped,ACTION,1,1
ACTION:cleaned off,cleaned off,ACTION,1,1
ACTION:clearanced,clearanced,ACTION,1,1
ACTION:cleared initial,cleared initial,ACTION,1,1
ACTION:comp check,comp check,ACTION,1,1
ACTION:completed,completed,ACTION,1,1
ACTION:completed actions,completed actions,ACTION,1,1
ACTION:completed build up,completed build up,ACTION,1,1
ACTION:completed engine installation,completed engine installation,ACTION,1,1
ACTION:completed insp,completed insp,ACTION,1,1
ACTION:completed reassy,completed reassy,ACTION,1,1
ACTION:completed reinstallation,completed reinstallation,ACTION,1,1
ACTION:compression,compression,ACTION,1,1
ACTION:compressions checked,compressions checked,ACTION,1,1
ACTION:constantly varying,constantly varying,ACTION,1,1
ACTION:continued installation,continued installation,ACTION,1,1
ACTION:continued reassembly,continued reassembly,ACTION,1,1
ACTION:continued repairing,continued repairing,ACTION,1,1
ACTION:control installation,control installation,ACTION,1,1
ACTION:corrective action,corrective action,ACTION,1,1
ACTION:corrosion protection,corrosion protection,ACTION,1,1
ACTION:covered,covered,ACTION,1,1
ACTION:cylinder installation,cylinder installation,ACTION,1,1
ACTION:de - preserved,de - preserved,ACTION,1,1
ACTION:decowled,decowled,ACTION,1,1
ACTION:deriveted,deriveted,ACTION,1,1
ACTION:differential compression test,differential compression test,ACTION,1,1
ACTION:disassemble,disassemble,ACTION,1,1
ACTION:displaced,displaced,ACTION,1,1
ACTION:download,download,ACTION,1,1
ACTION:dressed out nick,dressed out nick,ACTION,1,1
ACTION:drilled off,drilled off,ACTION,1,1
ACTION:drilled stripped,drilled stripped,ACTION,1,1
ACTION:dry lash check,dry lash check,ACTION,1,1
ACTION:dry tappet clearance checked,dry tappet clearance checked,ACTION,1,1
ACTION:dye pe insp,dye pe insp,ACTION,1,1
ACTION:each time rp,each time rp,ACTION,1,1
ACTION:engine change,engine change,ACTION,1,1
ACTION:engine run,engine run,ACTION,1,1
ACTION:engine run up,engine run up,ACTION,1,1
ACTION:evaluated,evaluated,ACTION,1,1
ACTION:fabricated replacement,fabricated replacement,ACTION,1,1
ACTION:failure insp,failure insp,ACTION,1,1
ACTION:fastened,fastened,ACTION,1,1
ACTION:filed off,filed off,ACTION,1,1
ACTION:filter insp,filter insp,ACTION,1,1
ACTION:final checks,final checks,ACTION,1,1
ACTION:finished disassembly,finished disassembly,ACTION,1,1
ACTION:finished grounding,finished grounding,ACTION,1,1
ACTION:finished reassembly,finished reassembly,ACTION,1,1
ACTION:finished reinstall,finished reinstall,ACTION,1,1
ACTION:finished reinstallation,finished reinstallation,ACTION,1,1
ACTION:finished removing,finished removing,ACTION,1,1
ACTION:freed,freed,ACTION,1,1
ACTION:fuel pressure checked,fuel pressure checked,ACTION,1,1
ACTION:gapped,gapped,ACTION,1,1
ACTION:ground power check,ground power check,ACTION,1,1
ACTION:ground power performance check,ground power performance check,ACTION,1,1
ACTION:ground r,ground r,ACTION,1,1
ACTION:ground run checks,ground run checks,ACTION,1,1
ACTION:ground run leak check,ground run leak check,ACTION,1,1
ACTION:ground run several times,ground run several times,ACTION,1,1
ACTION:ground run up,ground run up,ACTION,1,1
ACTION:ground seat,ground seat,ACTION,1,1
ACTION:hidden damage,hidden damage,ACTION,1,1
ACTION:hidden damage insp,hidden damage insp,ACTION,1,1
ACTION:hung,hung,ACTION,1,1
ACTION:identified,identified,ACTION,1,1
ACTION:idle adjustment,idle adjustment,ACTION,1,1
ACTION:idle and idle mixture rise check,idle and idle mixture rise check,ACTION,1,1
ACTION:idle check,idle check,ACTION,1,1
ACTION:idle mixture chapter,idle mixture chapter,ACTION,1,1
ACTION:idle over ride speed check,idle over ride speed check,ACTION,1,1
ACTION:incorrect install,incorrect install,ACTION,1,1
ACTION:inserted,inserted,ACTION,1,1
ACTION:inspect,inspect,ACTION,1,1
ACTION:inspecte,inspecte,ACTION,1,1
ACTION:installed built up,installed built up,ACTION,1,1
ACTION:installed repaired,installed repaired,ACTION,1,1
ACTION:installed riveted,installed riveted,ACTION,1,1
ACTION:installing,installing,ACTION,1,1
ACTION:lash check,lash check,ACTION,1,1
ACTION:leak and operations,leak and operations,ACTION,1,1
ACTION:leak and operations checked,leak and operations checked,ACTION,1,1
ACTION:leak and run up check,leak and run up check,ACTION,1,1
ACTION:leak chapter,leak chapter,ACTION,1,1
ACTION:lean,lean,ACTION,1,1
ACTION:lifter insp and test,lifter insp and test,ACTION,1,1
ACTION:looked,looked,ACTION,1,1
ACTION:loosen,loosen,ACTION,1,1
ACTION:lowered,lowered,ACTION,1,1
ACTION:lubricated,lubricated,ACTION,1,1
"ACTION:magneto , idle / mixt ure checks","magneto , idle / mixt ure checks",ACTION,1,1
ACTION:magneto drops check,magneto drops check,ACTION,1,1
ACTION:magneto timing checked,magneto timing checked,ACTION,1,1
ACTION:maintenance break - in flight,maintenance break - in flight,ACTION,1,1
ACTION:maintenance fl,maintenance fl,ACTION,1,1
ACTION:maintenance fligh,maintenance fligh,ACTION,1,1
ACTION:maintenance history,maintenance history,ACTION,1,1
ACTION:marked,marked,ACTION,1,1
ACTION:measured bore - check,measured bore - check,ACTION,1,1
ACTION:mixture adjustment,mixture adjustment,ACTION,1,1
ACTION:mixture and idle checks,mixture and idle checks,ACTION,1,1
ACTION:mixture idle check,mixture idle check,ACTION,1,1
ACTION:mixture override check,mixture override check,ACTION,1,1
ACTION:operational,operational,ACTION,1,1
ACTION:override speed check,override speed check,ACTION,1,1
ACTION:paperwork errors,paperwork errors,ACTION,1,1
ACTION:partially removed,partially removed,ACTION,1,1
ACTION:patches,patches,ACTION,1,1
ACTION:performed normal engine start,performed normal engine start,ACTION,1,1
ACTION:phase 4 insp,phase 4 insp,ACTION,1,1
ACTION:pilot reports start assist,pilot reports start assist,ACTION,1,1
ACTION:placed,placed,ACTION,1,1
ACTION:power and leak check,power and leak check,ACTION,1,1
ACTION:power check,power check,ACTION,1,1
ACTION:pre - oil,pre - oil,ACTION,1,1
ACTION:precautionary landing,precautionary landing,ACTION,1,1
ACTION:preheated,preheated,ACTION,1,1
ACTION:primed,primed,ACTION,1,1
ACTION:procured,procured,ACTION,1,1
ACTION:proper alignment,proper alignment,ACTION,1,1
ACTION:ran faulty magneto check,ran faulty magneto check,ACTION,1,1
ACTION:ran fouled proc,ran fouled proc,ACTION,1,1
ACTION:ran up to check,ran up to check,ACTION,1,1
ACTION:re,re,ACTION,1,1
ACTION:re - riveted,re - riveted,ACTION,1,1
ACTION:readjusted,readjusted,ACTION,1,1
ACTION:reaming,reaming,ACTION,1,1
ACTION:reasssembled,reasssembled,ACTION,1,1
ACTION:reattac,reattac,ACTION,1,1
ACTION:rechecked compressions,rechecked compressions,ACTION,1,1
ACTION:reck ' ed,reck ' ed,ACTION,1,1
ACTION:recontoured,recontoured,ACTION,1,1
ACTION:recowled,recowled,ACTION,1,1
ACTION:reindexed mixture linkage,reindexed mixture linkage,ACTION,1,1
ACTION:reinstalle,reinstalle,ACTION,1,1
ACTION:remo,remo,ACTION,1,1
ACTION:removal,removal,ACTION,1,1
ACTION:rerigged,rerigged,ACTION,1,1
ACTION:rerouting,rerouting,ACTION,1,1
ACTION:resecure,resecure,ACTION,1,1
ACTION:reset,reset,ACTION,1,1
ACTION:restart,restart,ACTION,1,1
ACTION:rethreaded,rethreaded,ACTION,1,1
ACTION:retimed,retimed,ACTION,1,1
ACTION:reviewed flight data,reviewed flight data,ACTION,1,1
ACTION:rework,rework,ACTION,1,1
ACTION:routing,routing,ACTION,1,1
ACTION:rpm checks,rpm checks,ACTION,1,1
ACTION:rtv ' ed,rtv ' ed,ACTION,1,1
ACTION:rtv applied,rtv applied,ACTION,1,1
ACTION:run out check,run out check,ACTION,1,1
ACTION:run up 2 nd time,run up 2 nd time,ACTION,1,1
ACTION:run up checked,run up checked,ACTION,1,1
ACTION:run up hot,run up hot,ACTION,1,1
ACTION:run up idle check,run up idle check,ACTION,1,1
ACTION:run up proced,run up proced,ACTION,1,1
ACTION:safety wired,safety wired,ACTION,1,1
ACTION:screwed,screwed,ACTION,1,1
ACTION:securing,securing,ACTION,1,1
ACTION:self locking,self locking,ACTION,1,1
ACTION:serviceable,serviceable,ACTION,1,1
ACTION:set idle adjustment,set idle adjustment,ACTION,1,1
ACTION:set idle speed,set idle speed,ACTION,1,1
ACTION:set mixture,set mixture,ACTION,1,1
ACTION:set reset,set reset,ACTION,1,1
ACTION:shut off,shut off,ACTION,1,1
ACTION:shutdown,shutdown,ACTION,1,1
ACTION:squeezed,squeezed,ACTION,1,1
ACTION:stak,stak,ACTION,1,1
ACTION:started assembly,started assembly,ACTION,1,1
ACTION:started creating,started creating,ACTION,1,1
ACTION:started engine installation,started engine installation,ACTION,1,1
ACTION:started grinding,started grinding,ACTION,1,1
ACTION:started installing,started installing,ACTION,1,1
ACTION:started reinstalling,started reinstalling,ACTION,1,1
ACTION:started removal,started removal,ACTION,1,1
ACTION:started transferring,started transferring,ACTION,1,1
ACTION:started wiring installation,started wiring installation,ACTION,1,1
ACTION:stop drilling,stop drilling,ACTION,1,1
ACTION:systems check,systems check,ACTION,1,1
ACTION:systems operations checked,systems operations checked,ACTION,1,1
ACTION:tappet clearance check,tappet clearance check,ACTION,1,1
ACTION:tappet clearance checked,tappet clearance checked,ACTION,1,1
ACTION:taxied,taxied,ACTION,1,1
ACTION:test ran,test ran,ACTION,1,1
ACTION:tested,tested,ACTION,1,1
ACTION:tested idle,tested idle,ACTION,1,1
ACTION:tighten,tighten,ACTION,1,1
ACTION:to check,to check,ACTION,1,1
ACTION:torque,torque,ACTION,1,1
ACTION:torque sealed,torque sealed,ACTION,1,1
ACTION:transferring,transferring,ACTION,1,1
ACTION:tried making several idle mixture adjustments,tried making several idle mixture adjustments,ACTION,1,1
ACTION:tried removing,tried removing,ACTION,1,1
ACTION:tried stacking,tried stacking,ACTION,1,1
ACTION:tried to adjust,tried to adjust,ACTION,1,1
ACTION:tried to stake,tried to stake,ACTION,1,1
ACTION:ultrasonically cleaned,ultrasonically cleaned,ACTION,1,1
ACTION:un - covered,un - covered,ACTION,1,1
ACTION:unbolted,unbolted,ACTION,1,1
ACTION:unkinked,unkinked,ACTION,1,1
ACTION:unmasked,unmasked,ACTION,1,1
ACTION:unpacked,unpacked,ACTION,1,1
ACTION:used,used,ACTION,1,1
ACTION:visual insp,visual insp,ACTION,1,1
ACTION:visually inspect,visually inspect,ACTION,1,1
ACTION:warming up,warming up,ACTION,1,1
FAULT:bend,bend,FAULT,1,1
FAULT:bore damaged,bore damaged,FAULT,1,1
FAULT:broke,broke,FAULT,1,1
FAULT:burned,burned,FAULT,1,1
FAULT:burned / sooted,burned / sooted,FAULT,1,1
FAULT:corroded,corroded,FAULT,1,1
FAULT:debris,debris,FAULT,1,1
FAULT:deteriorated,deteriorated,FAULT,1,1
FAULT:ding,ding,FAULT,1,1
FAULT:excessive,excessive,FAULT,1,1
FAULT:excessive end play,excessive end play,FAULT,1,1
FAULT:excessive free play,excessive free play,FAULT,1,1
FAULT:gone,gone,FAULT,1,1
FAULT:gouge,gouge,FAULT,1,1
FAULT:hung up,hung up,FAULT,1,1
FAULT:large puddle of liquid,large puddle of liquid,FAULT,1,1
FAULT:lower,lower,FAULT,1,1
FAULT:melted,melted,FAULT,1,1
FAULT:metal found,metal found,FAULT,1,1
FAULT:miss,miss,FAULT,1,1
FAULT:no,no,FAULT,1,1
FAULT:no bolts missing,no bolts missing,FAULT,1,1
FAULT:no cylinder compression note,no cylinder compression note,FAULT,1,1
FAULT:no egt indictaed,no egt indictaed,FAULT,1,1
FAULT:no rpm rise,no rpm rise,FAULT,1,1
FAULT:no smoothness,no smoothness,FAULT,1,1
FAULT:no threads showing,no threads showing,FAULT,1,1
FAULT:no torque seal,no torque seal,FAULT,1,1
FAULT:not activate,not activate,FAULT,1,1
FAULT:not applicable,not applicable,FAULT,1,1
FAULT:not behind,not behind,FAULT,1,1
FAULT:not repairable,not repairable,FAULT,1,1
FAULT:not rubbing,not rubbing,FAULT,1,1
FAULT:not running,not running,FAULT,1,1
FAULT:not sealing,not sealing,FAULT,1,1
FAULT:not torqued,not torqued,FAULT,1,1
FAULT:not within tolerance,not within tolerance,FAULT,1,1
FAULT:numerous specks of non - ferrous metal,numerous specks of non - ferrous metal,FAULT,1,1
FAULT:out,out,FAULT,1,1
FAULT:out of limits,out of limits,FAULT,1,1
FAULT:out of standards,out of standards,FAULT,1,1
FAULT:out of way,out of way,FAULT,1,1
FAULT:outside of standards,outside of standards,FAULT,1,1
FAULT:over temperature,over temperature,FAULT,1,1
FAULT:oversized,oversized,FAULT,1,1
FAULT:pulled free,pulled free,FAULT,1,1
FAULT:ripped,ripped,FAULT,1,1
FAULT:slightly loose,slightly loose,FAULT,1,1
FAULT:smiled,smiled,FAULT,1,1
FAULT:staple pulled through,staple pulled through,FAULT,1,1
FAULT:step,step,FAULT,1,1
FAULT:tear,tear,FAULT,1,1
FAULT:too many damaged,too many damaged,FAULT,1,1
FAULT:tore,tore,FAULT,1,1
FAULT:torn loose,torn loose,FAULT,1,1
FAULT:unable to locate,unable to locate,FAULT,1,1
FAULT:unseated,unseated,FAULT,1,1
FAULT:unserviceable,unserviceable,FAULT,1,1
FAULT:weak,weak,FAULT,1,1
FAULT:wear marks,wear marks,FAULT,1,1
FAULT:wet with oil,wet with oil,FAULT,1,1
FAULT:wouldn ' t adjust,wouldn ' t adjust,FAULT,1,1
FAULT:wrong position,wrong position,FAULT,1,1
"LOC:1 , 2 , and 4","1 , 2 , and 4",LOC,1,1
"LOC:1 , 3 and 4","1 , 3 and 4",LOC,2,1
LOC:1 - 4,1 - 4,LOC,1,1
LOC:1 first stage,1 first stage,LOC,1,1
"LOC:2 , 3 , and 4","2 , 3 , and 4",LOC,1,1
"LOC:3 , 2 and 4","3 , 2 and 4",LOC,1,1
"LOC:3 , 4","3 , 4",LOC,1,1
LOC:32,32,LOC,1,1
LOC:4,4,LOC,1,1
LOC:aft and 2 side,aft and 2 side,LOC,1,1
LOC:aft cooling,aft cooling,LOC,1,1
LOC:aft middle,aft middle,LOC,1,1
LOC:all 4,all 4,LOC,1,1
LOC:and bottom right,and bottom right,LOC,2,1
LOC:and bottom right sides,and bottom right sides,LOC,2,1
LOC:and right side,and right side,LOC,1,1
LOC:and right-hand,and right-hand,LOC,1,1
LOC:beyond,beyond,LOC,1,1
LOC:bottom forward portion,bottom forward portion,LOC,1,1
LOC:bottom front,bottom front,LOC,1,1
LOC:bottom left,bottom left,LOC,1,1
LOC:bottom left and bottom,bottom left and bottom,LOC,1,1
LOC:bottom left and bottom right,bottom left and bottom right,LOC,1,1
LOC:bottom left and bottom right sides,bottom left and bottom right sides,LOC,1,1
LOC:bottom left side,bottom left side,LOC,1,1
LOC:bottom outboard corner,bottom outboard corner,LOC,1,1
LOC:bottom right,bottom right,LOC,2,1
LOC:bottom right side,bottom right side,LOC,2,1
LOC:bottom right sides,bottom right sides,LOC,2,1
LOC:center top,center top,LOC,1,1
LOC:core,core,LOC,1,1
LOC:first stage,first stage,LOC,1,1
LOC:forward and side,forward and side,LOC,1,1
LOC:forward bottom,forward bottom,LOC,1,1
LOC:forward cooling,forward cooling,LOC,1,1
LOC:forward front,forward front,LOC,1,1
LOC:forward portion,forward portion,LOC,1,1
LOC:front forward,front forward,LOC,1,1
LOC:front lower,front lower,LOC,1,1
LOC:front side,front side,LOC,1,1
LOC:gear and,gear and,LOC,1,1
LOC:grafton,grafton,LOC,1,1
"LOC:guides 1 , 2 , and 4","guides 1 , 2 , and 4",LOC,1,1
LOC:head,head,LOC,1,1
LOC:inboard forward,inboard forward,LOC,1,1
LOC:inboard left-hand side,inboard left-hand side,LOC,1,1
LOC:inner and,inner and,LOC,1,1
LOC:inner and outer,inner and outer,LOC,1,1
LOC:left and bottom,left and bottom,LOC,2,1
LOC:left and bottom right,left and bottom right,LOC,2,1
LOC:left and bottom right sides,left and bottom right sides,LOC,2,1
LOC:left and right side,left and right side,LOC,1,1
LOC:left front,left front,LOC,1,1
LOC:left on,left on,LOC,1,1
LOC:left outboard,left outboard,LOC,1,1
LOC:left side number,left side number,LOC,1,1
LOC:left side number 4,left side number 4,LOC,1,1
LOC:left-hand / top,left-hand / top,LOC,1,1
LOC:left-hand left-hand,left-hand left-hand,LOC,1,1
LOC:left-hand lower,left-hand lower,LOC,1,1
LOC:left-hand lower forward,left-hand lower forward,LOC,1,1
LOC:left-hand lower forward side,left-hand lower forward side,LOC,1,1
LOC:long,long,LOC,1,1
LOC:lower aft corner,lower aft corner,LOC,1,1
LOC:lower couplin,lower couplin,LOC,1,1
LOC:lower forward side,lower forward side,LOC,1,1
LOC:lower inboard corner,lower inboard corner,LOC,1,1
LOC:lower left,lower left,LOC,1,1
LOC:lower outboard,lower outboard,LOC,1,1
LOC:lower rear,lower rear,LOC,1,1
LOC:lower right,lower right,LOC,1,1
LOC:lower right forward,lower right forward,LOC,1,1
LOC:lower right-hand,lower right-hand,LOC,1,1
LOC:lower side,lower side,LOC,1,1
LOC:middle and right-hand,middle and right-hand,LOC,1,1
LOC:near aft,near aft,LOC,1,1
LOC:near forward,near forward,LOC,1,1
LOC:near tip,near tip,LOC,1,1
"LOC:number 1 , 2 , 3 4","number 1 , 2 , 3 4",LOC,1,1
"LOC:number 1 , 2 , and 6","number 1 , 2 , and 6",LOC,1,1
"LOC:number 1 , 3 , 1","number 1 , 3 , 1",LOC,1,1
"LOC:number 1 , 3 , 2","number 1 , 3 , 2",LOC,1,1
"LOC:number 1 , 3 , 4 and 2","number 1 , 3 , 4 and 2",LOC,1,1
LOC:number 1 / 3,number 1 / 3,LOC,2,1
"LOC:number 2 , 3 , 1","number 2 , 3 , 1",LOC,1,1
"LOC:number 2 , 3 4","number 2 , 3 4",LOC,1,1
LOC:number 2 / 4,number 2 / 4,LOC,1,1
LOC:number 2 and 4 right-hand,number 2 and 4 right-hand,LOC,1,1
"LOC:number 3 , 1","number 3 , 1",LOC,1,1
LOC:number 3 / 2,number 3 / 2,LOC,1,1
LOC:number 3 right-hand,number 3 right-hand,LOC,1,1
"LOC:number 4 , 1","number 4 , 1",LOC,1,1
"LOC:number 4 , 1 and 3","number 4 , 1 and 3",LOC,1,1
"LOC:number 4 , 2 , 3","number 4 , 2 , 3",LOC,1,1
LOC:number 6,number 6,LOC,1,1
LOC:number 7,number 7,LOC,1,1
LOC:number and 4,number and 4,LOC,1,1
LOC:number e,number e,LOC,1,1
LOC:on bottom right side,on bottom right side,LOC,1,1
LOC:outboard corner,outboard corner,LOC,1,1
LOC:outboard forward,outboard forward,LOC,1,1
LOC:outboard lower,outboard lower,LOC,1,1
LOC:outboard top,outboard top,LOC,1,1
LOC:outside,outside,LOC,1,1
LOC:outside inner,outside inner,LOC,1,1
LOC:over,over,LOC,1,1
LOC:overboard,overboard,LOC,2,1
LOC:pilot side,pilot side,LOC,1,1
LOC:position,position,LOC,1,1
LOC:right forward,right forward,LOC,1,1
LOC:right sides,right sides,LOC,2,1
LOC:right-hand bottom side,right-hand bottom side,LOC,1,1
LOC:right-hand forward side,right-hand forward side,LOC,1,1
LOC:right-hand lower,right-hand lower,LOC,1,1
LOC:right-hand lower side,right-hand lower side,LOC,1,1
LOC:right-hand side lower,right-hand side lower,LOC,1,1
LOC:right-hand side lower forward,right-hand side lower forward,LOC,1,1
LOC:runway,runway,LOC,1,1
LOC:serviceable side,serviceable side,LOC,1,1
LOC:side lower,side lower,LOC,1,1
LOC:side lower forward,side lower forward,LOC,1,1
LOC:side number,side number,LOC,1,1
LOC:side number 4,side number 4,LOC,1,1
LOC:toe,toe,LOC,1,1
LOC:top forward side,top forward side,LOC,1,1
LOC:top left and right side,top left and right side,LOC,1,1
LOC:top left-hand side,top left-hand side,LOC,2,1
LOC:top right-hand side,top right-hand side,LOC,1,1
LOC:top side,top side,LOC,1,1
LOC:under ground,under ground,LOC,1,1
LOC:upper inboard,upper inboard,LOC,1,1
LOC:upper portion,upper portion,LOC,1,1
LOC:upper right,upper right,LOC,2,1
MAINT_ITEM:/ prop / moun t assembly,/ prop / moun t assembly,MAINT_ITEM,1,1
MAINT_ITEM:1 plug,1 plug,MAINT_ITEM,1,1
MAINT_ITEM:1 st stage comp blade,1 st stage comp blade,MAINT_ITEM,1,1
MAINT_ITEM:1000 r,1000 r,MAINT_ITEM,1,1
MAINT_ITEM:2 buttons,2 buttons,MAINT_ITEM,1,1
MAINT_ITEM:2 mount rivets,2 mount rivets,MAINT_ITEM,1,1
MAINT_ITEM:2 zip ties,2 zip ties,MAINT_ITEM,1,1
MAINT_ITEM:2024 t 3 . 040 aluminum,2024 t 3 . 040 aluminum,MAINT_ITEM,1,1
MAINT_ITEM:28 push rods,28 push rods,MAINT_ITEM,2,1
MAINT_ITEM:3 bolts,3 bolts,MAINT_ITEM,1,1
MAINT_ITEM:3 gaskets,3 gaskets,MAINT_ITEM,1,1
MAINT_ITEM:4 pistons,4 pistons,MAINT_ITEM,1,1
MAINT_ITEM:45 degree fitting,45 degree fitting,MAINT_ITEM,1,1
MAINT_ITEM:90 degree adel clamp bracket,90 degree adel clamp bracket,MAINT_ITEM,1,1
MAINT_ITEM:ab,ab,MAINT_ITEM,1,1
MAINT_ITEM:abrasion buffer pad,abrasion buffer pad,MAINT_ITEM,1,1
MAINT_ITEM:access button,access button,MAINT_ITEM,1,1
MAINT_ITEM:access hole,access hole,MAINT_ITEM,1,1
MAINT_ITEM:access hole doubler,access hole doubler,MAINT_ITEM,1,1
MAINT_ITEM:access panel screw,access panel screw,MAINT_ITEM,1,1
MAINT_ITEM:access screw,access screw,MAINT_ITEM,1,1
MAINT_ITEM:accessory housing,accessory housing,MAINT_ITEM,1,1
MAINT_ITEM:accessory pad,accessory pad,MAINT_ITEM,1,1
MAINT_ITEM:accessory plate stud,accessory plate stud,MAINT_ITEM,1,1
MAINT_ITEM:adel clamp bracket,adel clamp bracket,MAINT_ITEM,1,1
MAINT_ITEM:adhesive,adhesive,MAINT_ITEM,1,1
MAINT_ITEM:adjuster safety wire,adjuster safety wire,MAINT_ITEM,1,1
MAINT_ITEM:adjustment screw,adjustment screw,MAINT_ITEM,1,1
MAINT_ITEM:air baffle,air baffle,MAINT_ITEM,2,1
MAINT_ITEM:air door spring,air door spring,MAINT_ITEM,1,1
MAINT_ITEM:air filter box cam lock nutpl,air filter box cam lock nutpl,MAINT_ITEM,1,1
MAINT_ITEM:air induction elbow,air induction elbow,MAINT_ITEM,1,1
MAINT_ITEM:air inlet tube,air inlet tube,MAINT_ITEM,1,1
MAINT_ITEM:air intake assembly,air intake assembly,MAINT_ITEM,1,1
MAINT_ITEM:air intake box,air intake box,MAINT_ITEM,1,1
MAINT_ITEM:air intake camlocks,air intake camlocks,MAINT_ITEM,1,1
MAINT_ITEM:air intake engine,air intake engine,MAINT_ITEM,1,1
MAINT_ITEM:air intake filter,air intake filter,MAINT_ITEM,1,1
MAINT_ITEM:air intake hose,air intake hose,MAINT_ITEM,1,1
MAINT_ITEM:air intake pipe,air intake pipe,MAINT_ITEM,1,1
MAINT_ITEM:air intake tube,air intake tube,MAINT_ITEM,1,1
MAINT_ITEM:air intake tubing,air intake tubing,MAINT_ITEM,1,1
MAINT_ITEM:air vent,air vent,MAINT_ITEM,1,1
MAINT_ITEM:airbox,airbox,MAINT_ITEM,1,1
MAINT_ITEM:airbox bushings,airbox bushings,MAINT_ITEM,1,1
MAINT_ITEM:airbox elbow,airbox elbow,MAINT_ITEM,1,1
MAINT_ITEM:airbox gasket,airbox gasket,MAINT_ITEM,1,1
MAINT_ITEM:aircraft manufacturing,aircraft manufacturing,MAINT_ITEM,1,1
MAINT_ITEM:airworthy parts,airworthy parts,MAINT_ITEM,1,1
