source,relation,target,record_count
MAINT_ITEM:cowling,HAS_PART,MAINT_ITEM:seals,1
MAINT_ITEM:cowls,HAS_PART,MAINT_ITEM:seal,1
MAINT_ITEM:crankcase,HAS_PART,MAINT_ITEM:bolt,1
MAINT_ITEM:crankcase spin bolt,HAS_PART,MAINT_ITEM:nut,1
MAINT_ITEM:crankshaft,HAS_PART,MAINT_ITEM:seal,1
MAINT_ITEM:crankshaft plug,HAS_PART,MAINT_ITEM:plug,1
MAINT_ITEM:crankshaft seal,HAS_PART,MAINT_ITEM:seal,1
MAINT_ITEM:crew,HAS_PART,MAINT_ITEM:engine,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:28 push rods,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:adel clamp,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:alternator belt,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:angle brackets,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:assembly,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:attaching hardware,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baff,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle attach screw,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle barrel nut,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle bolt safeties,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle bolts,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle connecting rod,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle connector rod,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle corner,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle inner,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle insp hole doubler,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle instllation,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle piece,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle plugs,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle rivets,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle rubber seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle seal staples,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle spring,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle stiffener,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle support rod cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle tension cable,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle tension wire,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle unsecure,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle wire harness tab,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle wire standoff,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffling bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffling seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:bolts,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:bottom plugs,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:bush rod,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cable,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cht probe,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cht recepticles,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cowling baffle,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:crankcase,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder assembly,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder baffling,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder base,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder base nuts,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder fins,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinder intake,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cylinders,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:doubler,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:doubler plate,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:egt cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:engine,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust assembly,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust gasket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust guide,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust push rod seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust push rod shroud,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust push rod tube seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust push tube,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust s,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust stack,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust tube,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust va,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust valve burnt,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust valves,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:fuel,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:fuel and oil lines,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:fuel distributor line,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:fuel injector lines,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:governor baffle seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:harness anchors,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:harness clamp,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:head,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:hold downs,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:hole,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:holes,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:inches mineral oil only inches stickers,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:induction tube,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:injector,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:injector nozzle,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:inner cooling baffle,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:inner cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake bolts,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake clamps,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake gasket cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake o - ring,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake pipe gaskets,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake pipes,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake push rod seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake rocker arm,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intake tubes,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:intercylinder baffle,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:lifted assembly,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:line,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:longer push rod,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:magneto,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:mount bolt,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:nutplate,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:nutplates,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:obstruction,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil cooler mount,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil cooler support bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil drain line,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil line,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil retu,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:oil sump cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:plug hole,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:pop rivets,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:possible,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:primer line,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:primer line sleeve,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:push rod end,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:push rod seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:push rod seals,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:push rod tube seals,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:relief hole,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:ring,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rings,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker box,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker box cover screw,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker cover gasket cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker cover gaskets cylinder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker cover screws,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker shaft thrust buttons,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rubber drain lines,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:screw bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:screw plate,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:screw support,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:spark plug access hole patch,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:spark plug access plug,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:spark plug boss threads,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:spark plugs,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:spiral wrap,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:standby assembly,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:staple,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:sump connector hose,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:tab,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:tabs,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:temperature probe,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:tie rod,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:tywrap,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:upper baffle seal,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:upper baffling,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:upper rocker cover,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:upper support bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:valve contact,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:valve cover,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:valve cover gaskets,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:washer,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:washers,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:wiring harness support bracket,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:wiring holder,1
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:wrench,1
MAINT_ITEM:cylinder assembly,HAS_PART,MAINT_ITEM:piston,1
MAINT_ITEM:cylinder baffling,HAS_PART,MAINT_ITEM:cylinder,1
MAINT_ITEM:cylinder baffling,HAS_PART,MAINT_ITEM:screw,1
MAINT_ITEM:cylinder bracket,HAS_PART,MAINT_ITEM:pop rivet,1
MAINT_ITEM:cylinder engine,HAS_PART,MAINT_ITEM:cylinder,1
MAINT_ITEM:cylinder engine,HAS_PART,MAINT_ITEM:screw,1
MAINT_ITEM:cylinder engine,HAS_PART,MAINT_ITEM:screws,1
MAINT_ITEM:cylinder engine,HAS_PART,MAINT_ITEM:washers,1
MAINT_ITEM:cylinder head,HAS_PART,MAINT_ITEM:bolt,1
MAINT_ITEM:cylinder head,HAS_PART,MAINT_ITEM:threads,1
MAINT_ITEM:cylinder intake,HAS_PART,MAINT_ITEM:cylinder,1
MAINT_ITEM:cylinders,HAS_PART,MAINT_ITEM:baffle tie rod,1
MAINT_ITEM:cylinders,HAS_PART,MAINT_ITEM:baffles,1
MAINT_ITEM:cylinders,HAS_PART,MAINT_ITEM:intake gaskets,1
MAINT_ITEM:cylinders,HAS_PART,MAINT_ITEM:oil tube drain lines,1
MAINT_ITEM:cylinders,HAS_PART,MAINT_ITEM:screws,1
MAINT_ITEM:drain,HAS_PART,MAINT_ITEM:fuel,1
MAINT_ITEM:drain line,HAS_PART,MAINT_ITEM:adel clamps,1
MAINT_ITEM:drain line,HAS_PART,MAINT_ITEM:engine drain line,1
MAINT_ITEM:drain lines,HAS_PART,MAINT_ITEM:adel clamps,1
MAINT_ITEM:egt cylinder,HAS_PART,MAINT_ITEM:clamp,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:1 st stage comp blade,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:adel clamps,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:adjuster safety wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air baffle,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air intake,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air intake camlocks,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air intake filter,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air vent,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:angle brackets,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:backbone bolts,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle / cowl seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle angle bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle attach,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle attach bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle attach fitting,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle blast tube,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle bolt hole,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle button plugs,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle connection rod,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle corner,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle cover cam,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle cover cam lock,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle hardware,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle interconnect rod,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle mount bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle mount screw,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle patch,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle plug hole,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle plugs tangs,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle reinforcement angle,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle rivet,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle seal rivets,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle seal section,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle section,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle snap plug,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle snap plug hole,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle snap plugs,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle spring,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle tie rod spacer,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle tie rod wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle tie rods,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle tie wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle wire standoff,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffling bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffling conection wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffling seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:black cowling seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:bleed air duct,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:bleed air line,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:both engines,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:bracket support,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:c clip,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:carb heat box arm,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:case bolt,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:case bolts,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:center baffle seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:center bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:chip detectors,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:clinders,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:compressor rotor,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:connecting rods,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cooling fan,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cooling hose,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:corner,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:corner patch,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cowl dzus fasteners,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cowl seals,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cowling baffle,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:crank,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:crankcase,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:crankcase backbone,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:crankcase half bolt,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:crosstie,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cylinder assembly,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cylinder intake,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:cyls,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:dipstick tube,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:drain hose clamp,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:drain line,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:drain lines,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:electrical wiring,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:engine baffling,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:engine cover,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:engine drain line,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:engines,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:engines would vibrate viol,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:exciter lead,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:exhaust system,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:filter,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:fireseal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:firewall,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:firewalls,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:fittings,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:foam seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:fuel line,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:fuel nozzles,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:gasket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:ground strap,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:grounding area,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:grounding point,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:grounding points,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:grounding straps,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:grounding wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:hoist loop,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:hoist loop bolt,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:holes,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:ignition lead lacing core,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:induction pipes,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:inlet,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:inlet screen cowl panel rubber unsecure,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:inlet screen wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:inspection panel,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intake boot,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intake gasket cylinder,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intake pipes,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intake screen panel,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intercylinder baffle spring,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:landing,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lift bolt,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lifting eye bolt,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lifting eye bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lines,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lowest part,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:magneto switch sele,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:mags,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:manifold pressure fitting,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:mounting baffle,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:mounting bracket,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil cooler line,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil dipstick,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil fill tube,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil filter,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil lines,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil pressure relief valve,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil pressure setting adjuster safety wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil pressure tube,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil return,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil return like clamps,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil screen housing,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil seep,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:only 2600,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:pan drain line cluster,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:patch,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:piston,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:pistons,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:plug,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:plugs safety,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:plugs safety wire,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:plunger assembly,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:possible,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:power section,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:primer line clamp,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:prop / moun t assembly,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:propeller,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:push rod end,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:push rod seal,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:push rods,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rivet head,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker box cover,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker cover drain hose clamps,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker cover gasket cylinder,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker cover gaskets cylinder,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker cover thrust button,1
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker cover thrust buttons,1
