node_id,label,type,mention_count,record_count
ABN_PROC:very difficult,very difficult,ABN_PROC,1,1
ABN_PROC:vibration noise,vibration noise,ABN_PROC,1,1
ABN_PROC:wallard out,wallard out,ABN_PROC,1,1
ABN_PROC:wants to die,wants to die,ABN_PROC,1,1
ABN_PROC:weak,weak,ABN_PROC,1,1
ABN_PROC:wearing into,wearing into,ABN_PROC,1,1
ABN_PROC:weeping fuel,weeping fuel,ABN_PROC,1,1
ABN_PROC:went to red,went to red,ABN_PROC,1,1
ABN_PROC:whistling noise,whistling noise,ABN_PROC,1,1
ABN_PROC:will not make enough,will not make enough,ABN_PROC,1,1
ABN_PROC:will not make power,will not make power,ABN_PROC,1,1
ABN_PROC:will not start hot,will not start hot,ABN_PROC,1,1
ABN_PROC:won feet t go any higher,won feet t go any higher,ABN_PROC,1,1
ABN_PROC:would fluctuate,would fluctuate,ABN_PROC,1,1
ABN_PROC:would increase significantly,would increase significantly,ABN_PROC,1,1
ABN_PROC:would intermittently lose,would intermittently lose,ABN_PROC,1,1
ABN_PROC:would not latch,would not latch,ABN_PROC,1,1
ABN_PROC:would not stabilize,would not stabilize,ABN_PROC,1,1
ABN_PROC:would not stay open,would not stay open,ABN_PROC,1,1
ABN_PROC:would quit,would quit,ABN_PROC,1,1
ABN_PROC:would rise,would rise,ABN_PROC,1,1
ABN_PROC:would shutdown,would shutdown,ABN_PROC,1,1
ABN_PROC:would sputter when,would sputter when,ABN_PROC,1,1
ABN_PROC:would start to quit,would start to quit,ABN_PROC,1,1
ABN_PROC:would turn twice,would turn twice,ABN_PROC,1,1
ABN_PROC:wouldn ' t start,wouldn ' t start,ABN_PROC,1,1
ABN_PROC:yokes,yokes,ABN_PROC,1,1
ACTION:accessed,accessed,ACTION,1,1
ACTION:adju,adju,ACTION,1,1
ACTION:adjust,adjust,ACTION,1,1
ACTION:adjust mixture,adjust mixture,ACTION,1,1
ACTION:aligned,aligned,ACTION,1,1
ACTION:alternators check,alternators check,ACTION,1,1
ACTION:applied ran up,applied ran up,ACTION,1,1
ACTION:assembly,assembly,ACTION,1,1
ACTION:attempt to start,attempt to start,ACTION,1,1
ACTION:attempted,attempted,ACTION,1,1
ACTION:attempted staking,attempted staking,ACTION,1,1
ACTION:attempted to adjust,attempted to adjust,ACTION,1,1
ACTION:attempted to le,attempted to le,ACTION,1,1
ACTION:attempted to stake,attempted to stake,ACTION,1,1
ACTION:baffle checks,baffle checks,ACTION,1,1
ACTION:bearing clearance check,bearing clearance check,ACTION,1,1
ACTION:began . replacing,began . replacing,ACTION,1,1
ACTION:began assembly,began assembly,ACTION,1,1
ACTION:began disconnecti,began disconnecti,ACTION,1,1
ACTION:began insp,began insp,ACTION,1,1
ACTION:began install,began install,ACTION,1,1
ACTION:began installation,began installation,ACTION,1,1
ACTION:began reaming,began reaming,ACTION,1,1
ACTION:began routing,began routing,ACTION,1,1
ACTION:began transferr,began transferr,ACTION,1,1
ACTION:began transferring,began transferring,ACTION,1,1
ACTION:began visual inspection,began visual inspection,ACTION,1,1
ACTION:behind,behind,ACTION,1,1
ACTION:bend,bend,ACTION,1,1
ACTION:black resecured,black resecured,ACTION,1,1
ACTION:bled,bled,ACTION,1,1
ACTION:blew out,blew out,ACTION,1,1
ACTION:borescop,borescop,ACTION,1,1
ACTION:canned installed,canned installed,ACTION,1,1
ACTION:capped bleed,capped bleed,ACTION,1,1
ACTION:chafe protection,chafe protection,ACTION,1,1
ACTION:chased threads,chased threads,ACTION,1,1
ACTION:check ran,check ran,ACTION,1,1
ACTION:clamped standoff,clamped standoff,ACTION,1,1
ACTION:cleaned threads,cleaned threads,ACTION,1,1
ACTION:clear,clear,ACTION,1,1
ACTION:clearanced,clearanced,ACTION,1,1
ACTION:cleared initial,cleared initial,ACTION,1,1
ACTION:comp up,comp up,ACTION,1,1
ACTION:compelted installation,compelted installation,ACTION,1,1
ACTION:completed actions,completed actions,ACTION,1,1
ACTION:completed build up,completed build up,ACTION,1,1
ACTION:completed inspection,completed inspection,ACTION,1,1
ACTION:completed reinstallation,completed reinstallation,ACTION,1,1
ACTION:compression,compression,ACTION,1,1
ACTION:compressions checked,compressions checked,ACTION,1,1
ACTION:connecting,connecting,ACTION,1,1
ACTION:connections,connections,ACTION,1,1
ACTION:continued installation,continued installation,ACTION,1,1
ACTION:continued reassembly,continued reassembly,ACTION,1,1
ACTION:corrosion protection,corrosion protection,ACTION,1,1
ACTION:cylinder installation,cylinder installation,ACTION,1,1
ACTION:de-preserved,de-preserved,ACTION,1,1
ACTION:decowled,decowled,ACTION,1,1
ACTION:deriveted,deriveted,ACTION,1,1
ACTION:deterimed,deterimed,ACTION,1,1
ACTION:differential compression test,differential compression test,ACTION,1,1
ACTION:disassemble,disassemble,ACTION,1,1
ACTION:displaced,displaced,ACTION,1,1
ACTION:down load,down load,ACTION,1,1
ACTION:down loaded,down loaded,ACTION,1,1
ACTION:dressed out nick,dressed out nick,ACTION,1,1
ACTION:drilled stripped,drilled stripped,ACTION,1,1
ACTION:dry lash check,dry lash check,ACTION,1,1
ACTION:dry tappet cl,dry tappet cl,ACTION,1,1
ACTION:dry tappet clearance checked,dry tappet clearance checked,ACTION,1,1
ACTION:engine change,engine change,ACTION,1,1
ACTION:engine run,engine run,ACTION,1,1
ACTION:engine run up,engine run up,ACTION,1,1
ACTION:ermoved,ermoved,ACTION,1,1
ACTION:evaluated,evaluated,ACTION,1,1
ACTION:fabricated replacement,fabricated replacement,ACTION,1,1
ACTION:fabricating,fabricating,ACTION,1,1
ACTION:failure insp,failure insp,ACTION,1,1
ACTION:fastened,fastened,ACTION,1,1
ACTION:filed,filed,ACTION,1,1
ACTION:filter insp,filter insp,ACTION,1,1
ACTION:final checks,final checks,ACTION,1,1
ACTION:finished disassembly,finished disassembly,ACTION,1,1
ACTION:finished grounding,finished grounding,ACTION,1,1
ACTION:finished installing starter,finished installing starter,ACTION,1,1
ACTION:finished reassembly,finished reassembly,ACTION,1,1
ACTION:finished reinstall,finished reinstall,ACTION,1,1
ACTION:finished reinstallation,finished reinstallation,ACTION,1,1
ACTION:finished removing,finished removing,ACTION,1,1
ACTION:fitting,fitting,ACTION,1,1
ACTION:flanges,flanges,ACTION,1,1
ACTION:freed,freed,ACTION,1,1
ACTION:fuel pressure checked,fuel pressure checked,ACTION,1,1
ACTION:galled,galled,ACTION,1,1
ACTION:gapped,gapped,ACTION,1,1
ACTION:ground . run several times,ground . run several times,ACTION,1,1
ACTION:ground power check,ground power check,ACTION,1,1
ACTION:ground power performance check,ground power performance check,ACTION,1,1
ACTION:ground run checks,ground run checks,ACTION,1,1
ACTION:ground run leak check,ground run leak check,ACTION,1,1
ACTION:ground run up,ground run up,ACTION,1,1
ACTION:ground seat,ground seat,ACTION,1,1
ACTION:identified,identified,ACTION,1,1
ACTION:idle adjustment,idle adjustment,ACTION,1,1
ACTION:idle and idle mixture . rise check,idle and idle mixture . rise check,ACTION,1,1
ACTION:idle check,idle check,ACTION,1,1
ACTION:idle override speed check,idle override speed check,ACTION,1,1
ACTION:inserted,inserted,ACTION,1,1
ACTION:inspect,inspect,ACTION,1,1
ACTION:inspection revealed,inspection revealed,ACTION,1,1
ACTION:installed built up,installed built up,ACTION,1,1
ACTION:installed fastener,installed fastener,ACTION,1,1
ACTION:lash check,lash check,ACTION,1,1
ACTION:leak and operations,leak and operations,ACTION,1,1
ACTION:leak and operations checked,leak and operations checked,ACTION,1,1
ACTION:leak and run up check,leak and run up check,ACTION,1,1
ACTION:lean,lean,ACTION,1,1
ACTION:leaned,leaned,ACTION,1,1
ACTION:leaned mixture,leaned mixture,ACTION,1,1
ACTION:lifter inspection and test,lifter inspection and test,ACTION,1,1
ACTION:looked,looked,ACTION,1,1
ACTION:lowered,lowered,ACTION,1,1
ACTION:lubricated,lubricated,ACTION,1,1
"ACTION:magneto , idle , mixture checks","magneto , idle , mixture checks",ACTION,1,1
ACTION:magneto drops check,magneto drops check,ACTION,1,1
ACTION:magneto timing checked,magneto timing checked,ACTION,1,1
ACTION:maintenance break-in flight,maintenance break-in flight,ACTION,1,1
ACTION:maintenance fl,maintenance fl,ACTION,1,1
ACTION:maintenance fligh,maintenance fligh,ACTION,1,1
ACTION:marked,marked,ACTION,1,1
ACTION:misrouted,misrouted,ACTION,1,1
ACTION:missing installed,missing installed,ACTION,1,1
ACTION:mixture adjustment,mixture adjustment,ACTION,1,1
ACTION:mixture and idle checks,mixture and idle checks,ACTION,1,1
ACTION:mixture idle check,mixture idle check,ACTION,1,1
ACTION:mixture override check,mixture override check,ACTION,1,1
ACTION:normal engine start,normal engine start,ACTION,1,1
ACTION:nspected,nspected,ACTION,1,1
ACTION:operational,operational,ACTION,1,1
ACTION:outboard,outboard,ACTION,1,1
ACTION:overhauled,overhauled,ACTION,1,1
ACTION:override speed check,override speed check,ACTION,1,1
ACTION:performed normal engine start,performed normal engine start,ACTION,1,1
ACTION:phase four inspection,phase four inspection,ACTION,1,1
ACTION:placed,placed,ACTION,1,1
ACTION:power and leak check,power and leak check,ACTION,1,1
ACTION:power check,power check,ACTION,1,1
ACTION:precautionary landing,precautionary landing,ACTION,1,1
ACTION:preheated,preheated,ACTION,1,1
ACTION:prevent,prevent,ACTION,1,1
ACTION:primed,primed,ACTION,1,1
ACTION:procured,procured,ACTION,1,1
ACTION:ran faulty magneto check,ran faulty magneto check,ACTION,1,1
ACTION:ran up to check,ran up to check,ACTION,1,1
ACTION:read,read,ACTION,1,1
ACTION:readjusted,readjusted,ACTION,1,1
ACTION:reaming,reaming,ACTION,1,1
ACTION:reasssembled,reasssembled,ACTION,1,1
ACTION:rechecked compressions,rechecked compressions,ACTION,1,1
ACTION:reck ' ed,reck ' ed,ACTION,1,1
ACTION:reconected,reconected,ACTION,1,1
ACTION:recontoured,recontoured,ACTION,1,1
ACTION:recowled,recowled,ACTION,1,1
ACTION:reindexed mixture linkage,reindexed mixture linkage,ACTION,1,1
ACTION:reinst,reinst,ACTION,1,1
ACTION:reinstalled repaired,reinstalled repaired,ACTION,1,1
ACTION:remoced,remoced,ACTION,1,1
ACTION:removal,removal,ACTION,1,1
ACTION:removed reinstalled,removed reinstalled,ACTION,1,1
ACTION:removed torn,removed torn,ACTION,1,1
ACTION:reomved,reomved,ACTION,1,1
ACTION:reoved,reoved,ACTION,1,1
ACTION:replac,replac,ACTION,1,1
ACTION:replace removed,replace removed,ACTION,1,1
ACTION:replaced completed,replaced completed,ACTION,1,1
ACTION:repositi,repositi,ACTION,1,1
ACTION:repositi repositioned,repositi repositioned,ACTION,1,1
ACTION:rerigged,rerigged,ACTION,1,1
ACTION:rerouting,rerouting,ACTION,1,1
ACTION:resecu,resecu,ACTION,1,1
ACTION:reset,reset,ACTION,1,1
ACTION:restart,restart,ACTION,1,1
ACTION:rethreaded,rethreaded,ACTION,1,1
ACTION:retimed,retimed,ACTION,1,1
ACTION:revealed,revealed,ACTION,1,1
ACTION:reviewed flight data,reviewed flight data,ACTION,1,1
ACTION:rmoved,rmoved,ACTION,1,1
ACTION:rpm checks,rpm checks,ACTION,1,1
ACTION:rtv ' ed,rtv ' ed,ACTION,1,1
ACTION:run out check,run out check,ACTION,1,1
"ACTION:run up , hot","run up , hot",ACTION,1,1
ACTION:run up checked,run up checked,ACTION,1,1
ACTION:run up idle check,run up idle check,ACTION,1,1
ACTION:run up two number time,run up two number time,ACTION,1,1
ACTION:saeftied,saeftied,ACTION,1,1
ACTION:safety wired,safety wired,ACTION,1,1
ACTION:securing,securing,ACTION,1,1
ACTION:sent,sent,ACTION,1,1
ACTION:sent crank,sent crank,ACTION,1,1
ACTION:set idle adjustment,set idle adjustment,ACTION,1,1
ACTION:set idle speed,set idle speed,ACTION,1,1
ACTION:set mixture,set mixture,ACTION,1,1
ACTION:set reset,set reset,ACTION,1,1
ACTION:shut off,shut off,ACTION,1,1
ACTION:shutdown,shutdown,ACTION,1,1
ACTION:stak,stak,ACTION,1,1
ACTION:started . reinstalling,started . reinstalling,ACTION,1,1
ACTION:started assembly,started assembly,ACTION,1,1
ACTION:started creating,started creating,ACTION,1,1
ACTION:started engine installation,started engine installation,ACTION,1,1
ACTION:started grinding,started grinding,ACTION,1,1
ACTION:started installing,started installing,ACTION,1,1
ACTION:started removal,started removal,ACTION,1,1
ACTION:started transferring,started transferring,ACTION,1,1
ACTION:started wiring installation,started wiring installation,ACTION,1,1
ACTION:stop drill,stop drill,ACTION,1,1
ACTION:supplied,supplied,ACTION,1,1
ACTION:systems check,systems check,ACTION,1,1
ACTION:systems operations checked,systems operations checked,ACTION,1,1
ACTION:tappet clearance check,tappet clearance check,ACTION,1,1
ACTION:tappet clearance checked,tappet clearance checked,ACTION,1,1
ACTION:taxied,taxied,ACTION,1,1
ACTION:test ran,test ran,ACTION,1,1
ACTION:tested,tested,ACTION,1,1
ACTION:tested idle,tested idle,ACTION,1,1
ACTION:tied,tied,ACTION,1,1
ACTION:to check ran,to check ran,ACTION,1,1
ACTION:toqrued,toqrued,ACTION,1,1
ACTION:torn,torn,ACTION,1,1
ACTION:torque,torque,ACTION,1,1
ACTION:torque sealed,torque sealed,ACTION,1,1
ACTION:transferring,transferring,ACTION,1,1
ACTION:tried making several idle mixture adjustments,tried making several idle mixture adjustments,ACTION,1,1
ACTION:tried removing,tried removing,ACTION,1,1
ACTION:tried stacking,tried stacking,ACTION,1,1
ACTION:tried to adjust,tried to adjust,ACTION,1,1
ACTION:tried to stake,tried to stake,ACTION,1,1
ACTION:unbolted,unbolted,ACTION,1,1
ACTION:unkinked,unkinked,ACTION,1,1
ACTION:unmasked,unmasked,ACTION,1,1
ACTION:unpacked,unpacked,ACTION,1,1
ACTION:visual inspection,visual inspection,ACTION,1,1
ACTION:visually inspect,visually inspect,ACTION,1,1
ACTION:warming up,warming up,ACTION,1,1
ACTION:zip tied,zip tied,ACTION,1,1
FAULT:broke,broke,FAULT,1,1
FAULT:burned,burned,FAULT,1,1
"FAULT:burned , sooted","burned , sooted",FAULT,1,1
FAULT:corroded,corroded,FAULT,1,1
FAULT:cracke,cracke,FAULT,1,1
FAULT:dent,dent,FAULT,1,1
FAULT:ding,ding,FAULT,1,1
FAULT:does not align,does not align,FAULT,1,1
FAULT:excessive,excessive,FAULT,1,1
FAULT:excessive end play,excessive end play,FAULT,1,1
FAULT:falling,falling,FAULT,1,1
FAULT:fan,fan,FAULT,1,1
FAULT:grass,grass,FAULT,1,1
FAULT:large puddle of liquid,large puddle of liquid,FAULT,1,1
FAULT:loose cracked,loose cracked,FAULT,1,1
FAULT:loosen,loosen,FAULT,1,1
FAULT:lower,lower,FAULT,1,1
FAULT:many missing,many missing,FAULT,1,1
FAULT:metal found,metal found,FAULT,1,1
FAULT:missi,missi,FAULT,1,1
FAULT:no,no,FAULT,1,1
FAULT:no bolts missing,no bolts missing,FAULT,1,1
FAULT:no compresion,no compresion,FAULT,1,1
FAULT:no cylinder compression note,no cylinder compression note,FAULT,1,1
FAULT:no egt ind,no egt ind,FAULT,1,1
FAULT:no rpm rise,no rpm rise,FAULT,1,1
FAULT:no smoothness,no smoothness,FAULT,1,1
FAULT:no threads showing,no threads showing,FAULT,1,1
FAULT:no torque seal,no torque seal,FAULT,1,1
FAULT:normally,normally,FAULT,1,1
FAULT:not activate,not activate,FAULT,1,1
FAULT:not align,not align,FAULT,1,1
FAULT:not applicable,not applicable,FAULT,1,1
FAULT:not put,not put,FAULT,1,1
FAULT:not rubbing,not rubbing,FAULT,1,1
FAULT:not running,not running,FAULT,1,1
FAULT:not sealing,not sealing,FAULT,1,1
FAULT:not within tolerance,not within tolerance,FAULT,1,1
FAULT:numerous specks of non-ferrous metal,numerous specks of non-ferrous metal,FAULT,1,1
FAULT:out of limits,out of limits,FAULT,1,1
FAULT:out of standards,out of standards,FAULT,1,1
FAULT:over temperature,over temperature,FAULT,1,1
FAULT:pulled,pulled,FAULT,1,1
FAULT:reattached,reattached,FAULT,1,1
FAULT:scratch,scratch,FAULT,1,1
FAULT:shear,shear,FAULT,1,1
FAULT:small dent,small dent,FAULT,1,1
FAULT:smiled,smiled,FAULT,1,1
FAULT:split,split,FAULT,1,1
FAULT:step,step,FAULT,1,1
FAULT:tear,tear,FAULT,1,1
FAULT:tigh,tigh,FAULT,1,1
FAULT:tighten,tighten,FAULT,1,1
FAULT:too many damaged,too many damaged,FAULT,1,1
FAULT:too tight,too tight,FAULT,1,1
FAULT:torn loose,torn loose,FAULT,1,1
FAULT:unseated,unseated,FAULT,1,1
FAULT:unsecured,unsecured,FAULT,1,1
FAULT:unsupported,unsupported,FAULT,1,1
FAULT:wear marks,wear marks,FAULT,1,1
FAULT:wet with oil,wet with oil,FAULT,1,1
FAULT:won ' t tighten,won ' t tighten,FAULT,1,1
FAULT:wouldn ' t adjust,wouldn ' t adjust,FAULT,1,1
FAULT:wrong,wrong,FAULT,1,1
FAULT:wrong position,wrong position,FAULT,1,1
LOC:#,#,LOC,1,1
LOC:# e,# e,LOC,1,1
LOC:aft left-hand,aft left-hand,LOC,1,1
LOC:aft top,aft top,LOC,1,1
LOC:aft upper,aft upper,LOC,1,1
LOC:all four,all four,LOC,1,1
LOC:and right-hand side,and right-hand side,LOC,1,1
LOC:back top,back top,LOC,1,1
LOC:behind start,behind start,LOC,1,1
LOC:both side,both side,LOC,1,1
LOC:bottom forward,bottom forward,LOC,1,1
LOC:bottom forward portion,bottom forward portion,LOC,1,1
LOC:bottom front,bottom front,LOC,1,1
LOC:bottom left,bottom left,LOC,1,1
LOC:bottom left side,bottom left side,LOC,1,1
LOC:cap,cap,LOC,1,1
LOC:cooling,cooling,LOC,1,1
LOC:forward and side,forward and side,LOC,1,1
LOC:forward bottom right-hand side,forward bottom right-hand side,LOC,1,1
LOC:forward front,forward front,LOC,1,1
LOC:forward left-hand,forward left-hand,LOC,2,1
LOC:forward portion,forward portion,LOC,1,1
LOC:front forward,front forward,LOC,1,1
LOC:front lower,front lower,LOC,1,1
LOC:front right-hand,front right-hand,LOC,1,1
LOC:front side,front side,LOC,1,1
LOC:gap,gap,LOC,1,1
LOC:gear and,gear and,LOC,1,1
LOC:grafton,grafton,LOC,1,1
"LOC:guides one , two , and four","guides one , two , and four",LOC,1,1
LOC:inboard forward,inboard forward,LOC,1,1
LOC:inboard left-hand side,inboard left-hand side,LOC,1,1
LOC:inches,inches,LOC,1,1
LOC:inside,inside,LOC,1,1
LOC:inter,inter,LOC,1,1
LOC:lead,lead,LOC,1,1
LOC:left and bottom,left and bottom,LOC,1,1
LOC:left and right side,left and right side,LOC,1,1
LOC:left front,left front,LOC,1,1
LOC:left number one,left number one,LOC,1,1
LOC:left outboard,left outboard,LOC,1,1
LOC:left side number,left side number,LOC,1,1
LOC:left side number four,left side number four,LOC,1,1
"LOC:left-hand , top","left-hand , top",LOC,1,1
LOC:left-hand inboard,left-hand inboard,LOC,1,1
LOC:long,long,LOC,1,1
LOC:lower aft corner,lower aft corner,LOC,1,1
LOC:lower couplin,lower couplin,LOC,1,1
LOC:lower inboard,lower inboard,LOC,1,1
LOC:lower left,lower left,LOC,1,1
LOC:lower left-hand,lower left-hand,LOC,1,1
LOC:lower number four,lower number four,LOC,1,1
LOC:lower outboard,lower outboard,LOC,1,1
LOC:lower rear,lower rear,LOC,1,1
LOC:lower right-hand,lower right-hand,LOC,1,1
LOC:lower side,lower side,LOC,1,1
LOC:lower stud,lower stud,LOC,1,1
LOC:near aft,near aft,LOC,1,1
LOC:near tip,near tip,LOC,1,1
LOC:number 1-75,number 1-75,LOC,1,1
LOC:number 1-76,number 1-76,LOC,1,1
LOC:number 12,number 12,LOC,1,1
LOC:number 2-70,number 2-70,LOC,1,1
LOC:number 2-79,number 2-79,LOC,2,1
LOC:number 3-70,number 3-70,LOC,1,1
LOC:number 3-78,number 3-78,LOC,1,1
LOC:number 3-79,number 3-79,LOC,1,1
LOC:number 4-7,number 4-7,LOC,1,1
LOC:number 4-78,number 4-78,LOC,1,1
"LOC:number four , and number one","number four , and number one",LOC,1,1
LOC:number four right-hand,number four right-hand,LOC,1,1
"LOC:number one , and","number one , and",LOC,1,1
"LOC:number one , and number","number one , and number",LOC,1,1
LOC:number six,number six,LOC,1,1
"LOC:number three , and number one","number three , and number one",LOC,1,1
LOC:number three and number four right-hand,number three and number four right-hand,LOC,1,1
LOC:number three-four,number three-four,LOC,1,1
"LOC:number two , and","number two , and",LOC,1,1
"LOC:number two , and number","number two , and number",LOC,1,1
"LOC:number two , and number four are","number two , and number four are",LOC,1,1
LOC:number two and number four right-hand,number two and number four right-hand,LOC,1,1
LOC:number two forward side,number two forward side,LOC,1,1
LOC:number two to number four,number two to number four,LOC,1,1
"LOC:numbers four , one and number three","numbers four , one and number three",LOC,1,1
"LOC:numbers four , two , and three","numbers four , two , and three",LOC,1,1
"LOC:numbers one , three , and one","numbers one , three , and one",LOC,1,1
"LOC:numbers one , three , and two","numbers one , three , and two",LOC,1,1
"LOC:numbers one , three , four and two","numbers one , three , four and two",LOC,1,1
"LOC:numbers one , two , and six","numbers one , two , and six",LOC,1,1
LOC:numbers one-three,numbers one-three,LOC,1,1
"LOC:numbers two , four","numbers two , four",LOC,1,1
"LOC:numbers two , three , and four are","numbers two , three , and four are",LOC,1,1
"LOC:numbers two , three , and one","numbers two , three , and one",LOC,1,1
"LOC:numbers two , three and four are","numbers two , three and four are",LOC,1,1
LOC:numbers two-three,numbers two-three,LOC,1,1
LOC:on side,on side,LOC,1,1
"LOC:one , three and four","one , three and four",LOC,2,1
LOC:one and two,one and two,LOC,1,1
LOC:one first stage,one first stage,LOC,1,1
LOC:outboard forward,outboard forward,LOC,1,1
LOC:outboard lower,outboard lower,LOC,1,1
LOC:outboard top,outboard top,LOC,1,1
LOC:pilot side,pilot side,LOC,1,1
LOC:position,position,LOC,1,1
LOC:right forward,right forward,LOC,1,1
LOC:right sides,right sides,LOC,1,1
"LOC:right-hand , left-hand","right-hand , left-hand",LOC,1,1
LOC:right-hand bottom side,right-hand bottom side,LOC,1,1
LOC:right-hand side lower,right-hand side lower,LOC,1,1
LOC:right-hand side lower forward,right-hand side lower forward,LOC,1,1
LOC:right-hand sides,right-hand sides,LOC,1,1
LOC:runway,runway,LOC,1,1
LOC:side and aft,side and aft,LOC,1,1
LOC:side lower,side lower,LOC,1,1
LOC:side lower forward,side lower forward,LOC,1,1
LOC:some,some,LOC,1,1
"LOC:three , two and four","three , two and four",LOC,1,1
LOC:toe,toe,LOC,1,1
LOC:top forward side,top forward side,LOC,1,1
LOC:top left,top left,LOC,1,1
LOC:top rear,top rear,LOC,1,1
LOC:top right-hand side,top right-hand side,LOC,1,1
LOC:top side,top side,LOC,1,1
LOC:torn,torn,LOC,1,1
LOC:toward,toward,LOC,1,1
LOC:toward inboard,toward inboard,LOC,1,1
LOC:tower,tower,LOC,1,1
LOC:two lower,two lower,LOC,1,1
LOC:two new,two new,LOC,1,1
LOC:upper inboard,upper inboard,LOC,1,1
LOC:upper number two,upper number two,LOC,1,1
LOC:upper right,upper right,LOC,1,1
"MAINT_ITEM:"" bat "" cable",""" bat "" cable",MAINT_ITEM,1,1
"MAINT_ITEM:"" mineral oil only "" stickers",""" mineral oil only "" stickers",MAINT_ITEM,1,1
MAINT_ITEM:1000 r,1000 r,MAINT_ITEM,1,1
MAINT_ITEM:18mm tap,18mm tap,MAINT_ITEM,1,1
MAINT_ITEM:2024 t3 . 040 aluminum,2024 t3 . 040 aluminum,MAINT_ITEM,1,1
MAINT_ITEM:access better,access better,MAINT_ITEM,1,1
MAINT_ITEM:access button,access button,MAINT_ITEM,1,1
MAINT_ITEM:access hole,access hole,MAINT_ITEM,1,1
MAINT_ITEM:access hole doubler,access hole doubler,MAINT_ITEM,2,1
MAINT_ITEM:access holes,access holes,MAINT_ITEM,1,1
MAINT_ITEM:access panel screw,access panel screw,MAINT_ITEM,1,1
MAINT_ITEM:access screw,access screw,MAINT_ITEM,1,1
MAINT_ITEM:accessory case fitting,accessory case fitting,MAINT_ITEM,1,1
MAINT_ITEM:accessory pad,accessory pad,MAINT_ITEM,1,1
MAINT_ITEM:accessory plate stud,accessory plate stud,MAINT_ITEM,1,1
MAINT_ITEM:acft,acft,MAINT_ITEM,1,1
MAINT_ITEM:adel clamp bracket,adel clamp bracket,MAINT_ITEM,1,1
MAINT_ITEM:adjust clamps,adjust clamps,MAINT_ITEM,1,1
MAINT_ITEM:adjust lines,adjust lines,MAINT_ITEM,1,1
MAINT_ITEM:adjustment screw,adjustment screw,MAINT_ITEM,1,1
MAINT_ITEM:air baffle,air baffle,MAINT_ITEM,2,1
MAINT_ITEM:air door spring,air door spring,MAINT_ITEM,1,1
MAINT_ITEM:air duct,air duct,MAINT_ITEM,1,1
MAINT_ITEM:air induction elbow,air induction elbow,MAINT_ITEM,1,1
MAINT_ITEM:air inlet tube,air inlet tube,MAINT_ITEM,1,1
MAINT_ITEM:air intake assembly,air intake assembly,MAINT_ITEM,1,1
MAINT_ITEM:air intake box,air intake box,MAINT_ITEM,1,1
MAINT_ITEM:air intake camlocks,air intake camlocks,MAINT_ITEM,1,1
MAINT_ITEM:air intake down,air intake down,MAINT_ITEM,1,1
MAINT_ITEM:air intake filter,air intake filter,MAINT_ITEM,1,1
MAINT_ITEM:air intake hose,air intake hose,MAINT_ITEM,1,1
MAINT_ITEM:air intake pipe,air intake pipe,MAINT_ITEM,1,1
MAINT_ITEM:air intake tube,air intake tube,MAINT_ITEM,1,1
MAINT_ITEM:air intake tubing,air intake tubing,MAINT_ITEM,1,1
MAINT_ITEM:air line,air line,MAINT_ITEM,1,1
MAINT_ITEM:air valve,air valve,MAINT_ITEM,1,1
MAINT_ITEM:airbox,airbox,MAINT_ITEM,1,1
MAINT_ITEM:airbox elbow,airbox elbow,MAINT_ITEM,1,1
MAINT_ITEM:airbox gasket,airbox gasket,MAINT_ITEM,1,1
MAINT_ITEM:airworthy parts,airworthy parts,MAINT_ITEM,1,1
MAINT_ITEM:alignment pin hole,alignment pin hole,MAINT_ITEM,1,1
MAINT_ITEM:alteranate air door,alteranate air door,MAINT_ITEM,1,1
MAINT_ITEM:alternate,alternate,MAINT_ITEM,1,1
MAINT_ITEM:alternator attach bolt,alternator attach bolt,MAINT_ITEM,1,1
MAINT_ITEM:alternator cooling hose,alternator cooling hose,MAINT_ITEM,1,1
MAINT_ITEM:alternator mount,alternator mount,MAINT_ITEM,1,1
MAINT_ITEM:alternator mount bolt,alternator mount bolt,MAINT_ITEM,1,1
MAINT_ITEM:alternator support,alternator support,MAINT_ITEM,1,1
MAINT_ITEM:anchor stand assembly,anchor stand assembly,MAINT_ITEM,1,1
MAINT_ITEM:anchors,anchors,MAINT_ITEM,1,1
MAINT_ITEM:angle,angle,MAINT_ITEM,1,1
MAINT_ITEM:angle bracket,angle bracket,MAINT_ITEM,1,1
MAINT_ITEM:angle brackets,angle brackets,MAINT_ITEM,2,1
MAINT_ITEM:anti-chafe strip,anti-chafe strip,MAINT_ITEM,1,1
MAINT_ITEM:assembly,assembly,MAINT_ITEM,1,1
MAINT_ITEM:attach,attach,MAINT_ITEM,1,1
MAINT_ITEM:attach bracket,attach bracket,MAINT_ITEM,1,1
MAINT_ITEM:attach fitting,attach fitting,MAINT_ITEM,1,1
MAINT_ITEM:auto reignition,auto reignition,MAINT_ITEM,1,1
MAINT_ITEM:auto relight,auto relight,MAINT_ITEM,1,1
MAINT_ITEM:b-nut,b-nut,MAINT_ITEM,1,1
MAINT_ITEM:back bolts,back bolts,MAINT_ITEM,1,1
MAINT_ITEM:backing nut,backing nut,MAINT_ITEM,1,1
MAINT_ITEM:bad rivets,bad rivets,MAINT_ITEM,1,1
MAINT_ITEM:baf,baf,MAINT_ITEM,1,1
