ident,text,items,faults,actions
105527,RIGHT-HAND ENGINE NUMBER TWO INTAKE GASKET LEAKING . REPLACED GASKET .,engine; intake gasket; gasket,leaking,replaced
105528,"ONE , TWO , AND FOUR CYLINDER ROCKER COVERS LEAKING . REMOVED ROCKER COVERS AND CLEANED OLD GASKET OFF . REPLACE",cylinder; rocker covers; gasket off,leaking,removed; cleaned; replace
105529,HARDWARE MISSING FROM NUMBER THREE BAFFLE . INSTALLED NEW HARDWARE .,hardware; baffle; new hardware,missing,installed
105530,NUMBER ONE AND NUMBER THREE ROCKER COVERS LEAKING . REMOVED AND REPLACED GASKETS .,rocker covers; gaskets,leaking,removed; replaced
105531,LEFT-HAND ENGINE NUMBER FOUR INTAKE LEAKS . PREVIOUSLY COMPLIED WITH ON PD NUMBER 12 .,engine; intake,leaks,complied
105532,LEFT-HAND ENGINE NUMBER TWO AND NUMBER FOUR INTAKE GASKETS LEAKING . REPLACED GASKETS .,engine; intake gaskets; gaskets,leaking,replaced
105533,RIGHT-HAND ENGINE NUMBER TWO AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .,engine; intake gaskets; gaskets,leaking,removed; replaced
105534,ENGINE LEAKING FROM LIFTING EYE . LEAK CHECK GOOD .,engine; lifting eye,leaking,leak check
105535,NUMBER TWO CYLINDER BAFFLE NEEDS BARREL NUT . INSTALLED NEW BARREL NUT AND SCREW .,cylinder; baffle; barrel nut; screw,,installed
105536,"ENGINE LEAKING FROM LIFTING EYE . CLEANED ENGINE , SEALED LIFTING EYE BOLT .",engine; lifting eye; lifting eye bolt,leaking,cleaned; sealed
105537,ROUGH CHOPPING NOISE COMING FROM ENGINE . ON APPLICATION OF FU RAN AIRCRAFT AND CONFIRMED DISCREPANCY . REMOVED COWLING AND INSPECTE,engine; aircraft; cowling,rough chopping noise,ran; confirmed; removed; inspecte
105538,"ROUGH CHOPPING NOISE COMING FROM ENGINE . ON APPLICATION OF FU MEASURED RING GAPS AND INSTALLED , TORQUED CYLINDER HOLD DOWNS .",engine; ring gaps; cylinder; hold downs,rough chopping noise,measured; installed; torqued
105539,ROUGH CHOPPING NOISE COMING FROM ENGINE . ON APPLICATION OF FU REASSEMBLED ATTACHING PARTS TO NUMBER TWO CYLINDER FORWARD BAFFLING . RAN,engine; attaching parts; cylinder; baffling,rough chopping noise,reassembled; ran
105540,NUMBER FOUR AFT BAFFLE MISSING SCREW . REINSTALLED SCREW .,baffle; screw,missing,reinstalled
105541,NUMBER TWO INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105542,ENGINE REQUIRES OVERHAUL . PREPPED AND PAINTED ENGINE .,engine,,overhaul; prepped; painted
105543,NUMBER THREE SIDE BAFFLE TAB RIVETS LOOSE . REPLACED RIVETS WITH MACHINE SCREWS AND LOCK NUTS .,baffle tab; rivets; machine screws; lock nuts,loose,replaced
105544,ENGINE REQUIRES OVERHAUL . MOUNTED ENGINE AND TORQUED . STARTED ENGINE INSTALLATION .,engine,,overhaul; mounted; torqued; started engine installation
105545,ENGINE REQUIRES OVERHAUL . INSTALLED ACCESSORY CASE AND OIL SCREEN HOUSING . INSTALLE,engine; accessory case; oil screen housing,,overhaul; installed; installe
105546,"ENGINE REQUIRES OVERHAUL . MEASURED RODS , CASE AND CRANK . BEARING CLEARANCE CHECK GOOD ,",engine; rods; case; crank,,overhaul; measured; bearing clearance check
105547,"ENGINE REQUIRES OVERHAUL . RIGGED ENGINE CONTROLS , FINISHED BAFFLING ENGINE , INSTA",engine; engine controls,,overhaul; rigged
105548,"ENGINE REQUIRES OVERHAUL . INSTALLED CRANKSHAFT SEAL , ROUTED WIRING , INSTALLED SKA",engine; crankshaft seal; wiring,,overhaul; installed; routed
105549,"ENGINE REQUIRES OVERHAUL . RAN AIRCRAFT , OPERATIONS AND LEAK CHECK GOOD . FOR BREAK",engine; aircraft,,overhaul; ran; operations; leak check
105550,ENGINE REQUIRES OVERHAUL . UNMASKED AND CLEANED PARTS . INSTALLED NEW CYLINDERS ON EN,engine; parts; cylinders,,overhaul; unmasked; cleaned; installed
105551,RIGHT-HAND BOTTOM BAFFLE TIE WIRE HOLE . ELONGATED . REPOSITIONED HOLE AND INSTALLED NEW WIRE TIE .,baffle tie wire hole; hole; wire tie,,repositioned; installed
105552,SCREW MISSING ON NUMBER THREE CYLINDER BAFFLING . INSTALLED SCREW .,screw; cylinder baffling,missing,installed
105553,"RIGHT-HAND ENGINE SPUTTERING AT 1700 RPM , AS INCREASED THROTTLE RPM OPERATIONS AND LEAK CHECKED GOOD .",engine; throttle,sputtering,operations and leak checked
105554,"RIGHT-HAND ENGINE SPUTTERING AT 1700 RPM , AS INCREASED THROTTLE RPM RAN AIRCRAFT , CONFIRMED DISCREPANCY . REMOVED COWL , RIGHT-HAND ENGINE IN",engine; aircraft; cowl,sputtering,ran; confirmed; removed
105555,"RIGHT-HAND ENGINE SPUTTERING AT 1700 RPM , AS INCREASED THROTTLE RPM RAN ENGINE , PROBLEM STILL THERE . REPLACED LEFT-HAND MAGNETO ON PD",engine; magneto,sputtering,ran; replaced
105556,"DURING FLIGHT , EXCEEDED PROPELLER SPEED LIMITATIONS ( 2720 RPM ) . INSPECTED IN ACCORDANCE WITH LYCOMING , VERIFIED TO BE LESS THA",propeller,exceeded,inspected; verified
105557,"LEFT-HAND ENGINE NUMBER THREE , AND NUMBER FOUR CYLINDER INTAKES LEAKING . REMOVED AND REPLACED INTAKE GASKETS .",engine; cylinder; intakes; intake gaskets,leaking,removed; replaced
105558,RIGHT-HAND FORWARD BAFFLE SEAL IS LOOSE . RESECURED SEAL .,baffle seal; seal,loose,resecured
105559,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKETS .,intakes; engine; gaskets,leaking,removed; replaced
105560,"TWO , THREE , AND FOUR INTAKES LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED GASKETS .",intakes; engine; gaskets,leaking,removed; replaced
105561,LEFT-HAND FORWARD ENGINE BAFFLE WORN AND CRACKED . INSTALLED NEW LEFT-HAND FORWARD ENGINE BAFFLE .,engine; baffle,worn; cracked,installed
105562,"ENGINE OVERSPEED , 2740 RPM . INSPECTED AS REQUIRED BY LYCOMING . FOR LESS THAN",engine,overspeed,inspected
105563,PILOT REPORTED PROPELLER OVERSPEED OF 20 RPM FOR A FEW SECONDS . AS PER ON OVERSPEED . CONSIDERED TO BE LESS THAN,propeller,overspeed,
105564,BOTH BOLTS LOOSE FOR GROUNDING STRAP FOR ENGINE . TIGHTENED BOTH BOLTS .,bolts; grounding strap; engine,loose,tightened
105565,NUMBER THREE INTAKE GASKET LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,intake gasket; gasket,leaking,removed; replaced
105566,"NUMBERS ONE , TWO , THREE AND FOUR INTAKE GASKETS ARE LEAKING . REPLACED GASKETS .",intake gaskets; gaskets,leaking,replaced
105567,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
105568,INTAKES NUMBER TWO AND NUMBER FOUR LEAKING ON LEFT-HAND ENGINE . REPLACED GASKETS .,intakes; engine; gaskets,leaking,replaced
105569,INTAKE NUMBER THREE LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKET .,intake; engine; gasket,leaking,removed; replaced
105570,RIGHT-HAND ENGINE NUMBER THREE AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED GASKETS .,engine; intake gaskets; gaskets,leaking,removed; replaced
105571,LEFT-HAND ENGINE CYLINDER NUMBER TWO AND NUMBER FOUR INTAKE GASKETS ARE LEAKING . REMOVED AND REPLACED INTAKE GASKETS .,engine; cylinder; intake gaskets,leaking,removed; replaced
105572,"NUMBER ONE , AND NUMBER THREE INTAKE GASKETS LEAKING . REPLACED INTAKE GASKETS .",intake gaskets,leaking,replaced
105573,ROCKER COVER SCREW MISSING ON NUMBER THREE CYLINDER . INSTALLED NEW SCREW .,rocker cover screw; cylinder; screw,missing,installed
105574,INDUCTION ELBOW DRAIN TUBE REQUIRES REPOSITIONING . REPOSITIONED DRAIN TUBE .,induction elbow drain tube; drain tube,,repositioning; repositioned
105575,RIGHT-HAND ENGINE NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,engine; intake gasket; gasket,leaking,removed; replaced
105576,NUMBER TWO AND NUMBER THREE INTAKES LEAKING ON LEFT-HAND ENGINE . REPLACED GASKETS .,intakes; engine; gaskets,leaking,replaced
105577,NUMBER THREE AND NUMBER FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE . REPLACED GASKETS .,intakes; engine; gaskets,leaking,replaced
105578,"STARTED ENGINE . ON START ENGINE ROUGHNESS , ENGINE CONTINUED PERFORMED GROUND RUN , AFTER ENGINE . WARMED TO OR NEAR TO",engine,roughness,started; ground run
105579,"NUMBER THREE CYLINDER EGT LOW ON . RUN UP WITH ROUGH RUNNING ENGINE . AFTER START PERFORMED COMPRESSION CHECK , FOUND NUMBER THREE CYLINDER LOW . REMOVED CYLINDER",cylinder; engine,low; rough running,compression check; removed
105580,"CHECK NUMBER ONE AND NUMBER THREE OIL DRAIN TUBES ; CHAFED BY ANTI-CHAFE . REMOVED HARDENED CHAFE WRAP , WEAR WITHIN ACCEPTABLE LIMIT",oil drain tubes; hardened chafe wrap,chafed,check; removed
105581,NUMBER TWO ROCKER COVER GASKET IS LEAKING . REPLACED GASKET .,rocker cover gasket; gasket,leaking,replaced
105582,ALL BOLTS FOR GROUNDING STRAPS FOR ENGINE AND FIREWALL TO FRAME L TIGHTENED ALL BOLTS .,bolts; grounding straps; engine; firewall; frame,,tightened
105583,NUMBER TWO CYLINDER FORWARD BAFFLE HAS HOLE IN IT . FABRICATED PATCH WITH LIKE MATERIAL AND RIVETED IN ACCORDANCE WITH LIKE MATERIAL AND RIVETED IN ACCORDANCE,cylinder; baffle; hole; patch; like material,,fabricated; riveted
105584,SCREW MISSING ON NUMBER TWO ROCKER COVER . INSTALLED SCREW .,screw; rocker cover,missing,installed
105585,LEFT-HAND NUMBER FOUR AFT BAFFLE SEAL LOOSE . SECURED WITH LACING CORD .,baffle seal; lacing cord,loose,secured
105586,RIGHT-HAND ENGINE HAS LEAK ALONG BACKBONE . RESEALED AND TORQUED HOISTING RING BOLT .,engine; backbone; hoisting ring bolt; ring bolt,leak,resealed; torqued
105587,LEFT-HAND CYLINDER NUMBER FOUR INTAKE BOLT BROKE OFF . ACCESSED AREA AROUND NUMBER FOUR CYLINDER AND REMOVED CYLINDER .,cylinder; intake bolt,broke off,accessed; removed
105588,LEFT-HAND NUMBER FOUR INTAKE GASKET IS LEAKING . TRIED REMOVING BROKEN BOLT . BOLT WILL NOT LOOSEN . MUST,intake gasket; bolt; must,broken; leaking,tried removing
105589,LEFT-HAND CYLINDER NUMBER FOUR INTAKE BOLT BROKE OFF . INSTALLED SERVICEABLE CYLINDER AND INSTALLED ALL ACCESSORIES .,cylinder; intake bolt; accessories,broke off,installed
105590,EVIDENCE OF CARB FIRE ON LEFT-HAND CARB AIRBOX . INSPECTED AREA OF FIRE IN CARB AIRBOX . CLEANED AND INSPEC,carb fire; carb airbox; fire,,inspected; cleaned
105591,LEFT-HAND AND RIGHT-HAND ENGINE LOWER COWL SEALS LOOSE . RESECURED ENGINE COWL SEALS .,engine; cowl seals,loose,resecured
105592,"SMALL RUST SPOT ON AFT TOP LEFT-HAND , LEFT-HAND ENGINE MOUNT . REMOVED RUST , INSPECTED , NO DEFECTS . PAINTED WITH PRIMER .",engine mount; rust; primer,,removed; inspected; painted
105593,RPM 2740 FOR 1-3 SECONDS . REMOVED SD CARD TO REVIEW DATA . INSPECTED DATA AND FOUND,sd card; data,,removed; review; inspected
105594,"NUMBER TWO INTAKE LEAK , LEFT-HAND ENGINE . REMOVED AND REPLACED GASKET WITH NEW .",intake; engine; gasket,leak,removed; replaced
105595,"NUMBER THREE INTAKE LEAK , RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKET WITH NEW .",intake; engine; gasket,leak,removed; replaced
105596,"OIL LEAK AT RIGHT-HAND ENGINE BACKBONE , AFT BOLT . SEALED BOLT AND TORQUED . LEAK CHECK GOOD .",oil; engine; backbone; bolt,leak,sealed; torqued; leak check
105597,RIGHT-HAND ENGINE BAFFLE SPRING BROKEN . REMOVED AND REPLACED SPRING .,engine; baffle spring; spring,broken,removed; replaced
105598,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . RETRIEVED NEW CYLINDER ASSEMBLY FROM INVENTORY .,cylinder; cylinder assembly; inventory,low,retrieved
105599,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION . INSTALLED "" MINERAL OIL ONLY "" STICKERS .","cylinder; "" mineral oil only "" stickers",low,installed
105600,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . FITTED RINGS TO PISTON . INSTALLED PISTON AND CYLINDER ASSEMBLY TO,cylinder; rings; piston; cylinder assembly,low,fitted; installed
105601,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . REMOVED CYLINDER FROM ENGINE . REMOVED AND REPLACED EXHAUST VALVE .,cylinder; engine; exhaust valve,low,removed; replaced
105602,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . COMPELTED INSTALLATION OF BAFFLING AND EXHAUST VALVE . LAS,cylinder; baffling; exhaust valve,low,compelted installation
105603,"NUMBER THREE ENGINE BAFFLE BOLT HOLE , FOR HOLD DOWN , NEEDS NEW RIVETS . REMOVED BAD RIVETS AND INSTALLED NEW .",engine; baffle bolt hole; hold down; rivets; bad rivets,,removed; installed
105604,BAFFLE SCREW BEHIND DIPSTICK TUBE LOOSE . TIGHTENED SCREW .,baffle screw; dipstick tube; screw,loose,tightened
105605,CLAMP BROKEN ON BATTERY MOUNT . REMOVED AND REPLACED CLAMP .,clamp; battery mount,broken,removed; replaced
105606,ENGINE COWL CAM LOCK LOOSE . RESECURED CAM LOCK .,engine; cam lock,loose,resecured
105607,BAFFLE SCREW MISSING ON RIGHT-HAND ENGINE NUMBER FOUR CYLINDER . REPLACED SCREW .,baffle screw; engine; cylinder; screw,missing,replaced
105608,"BAFFLE SEALS ON NUMBER TWO , AND NUMBER FOUR CYLINDERS ON LEFT-HAND ENGINE . NEEDS TO BE SE SECURED BAFFLE SEALS .",baffle seals; cylinders; engine,,secured
105609,NUMBER THREE CYLINDER AFT BAFFLE MISSING MOUNT BOLT . INSTALLED NEW MOUNT BOLT .,cylinder; baffle; mount bolt,missing,installed
105610,NUMBER THREE AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105611,TWO AND FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE . REPLACED GASKETS .,intakes; engine; gaskets,leaking,replaced
105612,"LEFT-HAND ENGINE NUMBERS TWO , THREE , AND FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .",engine; intake gaskets; gaskets,leaking,removed; replaced
105613,"NUMBER FOUR INTAKE GASKET LEAKING . REPLACED GASKET , LEAK CHECK GOOD .",intake gasket; gasket,leaking,replaced; leak check
105614,RIGHT-HAND ENGINE NUMBER THREE INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
105615,"NUMBER ONE , AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .",intake gaskets; gaskets,leaking,removed; replaced
105616,RIGHT-HAND ENGINE LOWER FIRESEAL LOOSE . REATTACHED LOWER FIRESEAL .,engine; fireseal,loose,reattached
105617,"ENGINE STARTED NORMALLY , 60 SECS AFTER START , ENGINE BEGAN T RAN AIRCRAFT , OPERATIONS GOOD .",engine; aircraft,started normally,ran; operations
105618,"ENGINE STARTED NORMALLY , 60 SECS AFTER START , ENGINE BEGAN T REINDEXED MIXTURE LINKAGE .",engine,started normally,reindexed mixture linkage
105619,"ENGINE STARTED NORMALLY , 60 SECS AFTER START , ENGINE BEGAN T RAN UP AIRCRAFT , IDLE MIXTURE LINKAGE NEEDS TO BE REINDEXED .",engine; aircraft; idle mixture linkage,started normally,ran up; reindexed
105620,FUEL LEAK FROM DRAIN . RAN AIRCRAFT AND FOUND NO LEAKS . NOTED AFTER AIRCRAFT SITTING OVERNI,fuel; drain; aircraft,leak; sitting,ran
105621,"NUMBER ONE , AND NUMBER TWO ROCKER COVERS LEAKING . REPLACED GASKETS .",rocker covers; gaskets,leaking,replaced
105622,ADEL CLAMP ON AFT RIGHT-HAND PRIMER LINE NEEDS TO BE REPLACED . REMOVED AND REPLACED ADEL CLAMP .,adel clamp; primer line,,replaced; removed
105623,ZIP TIES NEED TO BE REMOVED FROM ENGINE MOUNTS . REMOVED ZIP TIES AND RESECURED WIRING AND CONTROL CABLES WITH,zip ties; engine mounts; wiring; control cables,,removed; resecured
105624,CHAFE TAPE NEEDED ON NUMBER TWO BAFFLE . INSTALLED CHAFE TAPE .,chafe tape; baffle,,installed
105625,"ON RUN UP , ENGINE RUNNING EXTREMELY ROUGH . SEVERAL LOUD SOUN RAN AIRCRAFT , COULD NOT DUPLICATE PROBLEM . ALL TEMPERATURES AND PRESSURE",engine; aircraft,running extremely rough; loud soun,ran
105626,NUMBER FOUR INTAKE LEAKING . REPLACED GASKET .,intake; gasket,leaking,replaced
105627,"BAFFLE SEAL IS LOOSE , FORWARD OF NUMBER ONE CYLINDER . SECURED SEAL WITH POP RIVET .",baffle seal; cylinder; seal; pop rivet,loose,secured
105628,RIGHT-HAND FORWARD BAFFLING IS CRACKED . STOP DRILLED CRACK .,baffling,cracked; crack,stop drilled
105629,REMOVE ZIP TIES FROM ENGINE MOUNT . REMOVED ALL ZIP TIES FROM ENGINE MOUNT .,zip ties; engine mount,,remove; removed
105630,"DUCTING RUBBING ON OIL PSI LINE , BY FIREWALL . INSTALLED SPIRAL WRAP ON OIL LINE .",oil psi line; firewall; spiral wrap; oil line,ducting rubbing; rubbing,installed
105631,NUMBER ONE AND NUMBER THREE INTAKE GASKETS ARE LEAKING . REPLACED GASKETS .,intake gaskets; gaskets,leaking,replaced
105632,NUMBER ONE AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105633,"LEFT-HAND , TOP ENGINE BAFFLE SEAL LOOSE . RESCURED BAFFLE SEAL .",engine; baffle seal,loose,rescured
105634,LEFT-HAND ENGINE STARTED RUNNING ROUGH IN FLIGHT . FULL MIXTURE AND FULL COULD NOT START LEFT-HAND ENGINE . RIGHT-HAND OK .,engine,started running rough; could not start,
105635,LEFT-HAND ENGINE STARTED RUNNING ROUGH IN FLIGHT . FULL MIXTURE AND FULL STARTED LEFT-HAND AND RIGHT-HAND ENGINES . PERFORMED GROUND RUN . NO DEF,engine; engines,started running rough,started; ground run
105636,NUMBER THREE CYLINDER HAS BAD COMPRESSION . COMPLETED ENGINE REASSEMBLY .,cylinder; engine,bad compression,reassembly
105637,"NUMBER THREE CYLINDER HAS BAD COMPRESSION . RAN ENGINE , OPERATIONS AND LEAK CHECK GOOD .",cylinder; engine,bad compression,ran; operations; leak check
105638,NUMBER THREE CYLINDER HAS BAD COMPRESSION . REMOVED NUMBER THREE CYLINDER . FITTED NEW PISTON AND RINGS . FITTED AND TOR,cylinder; piston; rings,bad compression,removed; fitted
105639,NUMBER THREE CYLINDER HAS BAD COMPRESSION . DRY TAPPET CLEARANCE CHECK GOOD . REASSEMBLED ENGINE . SERVI,cylinder; engine,bad compression,clearance check; reassembled
105640,"RIGHT-HAND FORWARD BAFFLE SECTION , ABOVE NUMBER ONE CYLINDER , HAS DAMAGED NUTPLATES . REPLACED UPPER NUTPLATE . REMOVED STUCK SCREWS",baffle section; cylinder; nutplates; upper nutplate; screws,damaged; stuck,replaced; removed
105641,"BOTH ENGINES DIED AFTER LANDING GROUND ROLL STOP . RESTARTED , PERFORMED FULL GROUND RUN , OPERATIONS CHECKED GOOD . NO DEFECTS",engines,died,restarted; ground run; operations checked
105642,NUMBER FOUR INTAKE ON LEFT-HAND ENGINE LEAKING . REPLACED GASKETS .,intake; engine; gaskets,leaking,replaced
105643,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105644,NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,intake gasket; gasket,leaking,removed; replaced
105645,BOLT ON TOP OF ENGINE CASE . SHOWS SIGNS OF LEAKING . SEALED BOLT WITH HIGH TEMPERATURE RTV .,bolt; shows signs,leaking,sealed
105646,NUMBER THREE AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105647,NUMBER THREE AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105648,BOTH ENGINE BAFFLE PLUGS WORN . INSTALLED NEW .,engine; baffle plugs,worn,installed
105649,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . REMOVED CYLINDER . FOUND BURNT VALVE . LAPPED AND FITTED NEW EXHAUST,cylinder; valve; exhaust,low; burnt,removed; lapped; fitted
105650,NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105651,"STRANGE HOWLING NOISE , THAT INCREASES IN VOLUME DURING FLIGH INSPECTED AND PERFORMED GROUND RUN . NO DEFECTS NOTED .",,strange howling noise; increases in volume,inspected; ground run
105652,NUMBER FOUR INTAKE IS LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105653,"CYLINDER NUMBERS ONE , THREE , AND ONE INTAKE GASKETS ARE LEAKING . REMOVED AND REPLACED GASKETS WITH NEW .",cylinder; intake gaskets; gaskets,leaking,removed; replaced
105654,RIGHT-HAND ENGINE LOWER AFT COWLING HAS SEALS TO BE REGLUED . REGLUED SEAL SECTIONS .,engine; cowling; seals; seal sections,,reglued
105655,"LOWER AFT COWL , LEFT-HAND ENGINE STARTER GENERATOR AIR VENT HAS CRACK . APPLIED SEALANT TO CRACK .",cowl; engine; starter generator air vent; sealant,crack,applied
105656,"CHAFE TAPE NEEDED ON BULKHEAD BEHIND FUEL NOZZLES , LEFT-HAND ENGINE APPLIED SEALANT FOR CHAFING .",chafe tape; bulkhead; fuel nozzles; engine; sealant,chafing,applied
105657,LEFT-HAND FORWARD ENGINE BAFFLE LOOSE . RESECURED ENGINE BAFFLE .,engine; baffle,loose,resecured
105658,NUMBER ONE-THREE BAFFLE TIE WIRE BROKEN . INSTALLED NEW BAFFLE TIE WIRE .,baffle tie wire,broken,installed
105659,"NUMBER TWO AND NUMBER FOUR CHT , EGT WIRE ANCHOR BROKEN . REMOVED AND REPLACED ANCHORS .","cht , egt wire anchor; anchors",broken,removed; replaced
105660,NUMBER ONE CYLINDER BAFFLING HAS A CRACK . STOP DRILLED CRACK .,cylinder; baffling,crack,stop drilled
105661,NUMBER TWO INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
105662,"NUMBER FOUR INTAKE TUBE LEAKING , RIGHT-HAND ENGINE . REMOVED AND REPLACED WITH NEW GASKET .",intake tube; engine; gasket,leaking,removed; replaced
105663,NUMBER ONE CYLINDER ROCKER ARM AND PUSH ROD GALLED ON EXHAUST SIDE . REMOVED AND REPLACED ROCKER ARM AND PUSH ROD .,cylinder; rocker; push rod,galled,removed; replaced
105664,NUMBER TWO CYLINDER ROCKER ARM AND PUSH ROD GALLED ON EXHAUST SIDE . REMOVED AND REPLACED ROCKER ARM AND PUSH ROD .,cylinder; rocker; push rod,galled,removed; replaced
105665,NUMBER THREE CYLINDER ROCKER ARM AND PUSH ROD GALLED ON EXHAUST SIDE . REMOVED AND REPLACED ROCKER ARM AND PUSH ROD .,cylinder; push rod; rocker,galled,removed; replaced
105666,NUMBER FOUR CYLINDER ROCKER ARM AND PUSH ROD GALLED ON EXHAUST SIDE . REMOVED AND REPLACED ROCKER ARM AND PUSH ROD .,cylinder; rocker; push rod,galled,removed; replaced
105667,"ENGINE RUNNING VERY ROUGH AND SHAKING AFTER START UP . INSTALLED ROCKER COVERS AND CLEANED . RAN AIRCRAFT , LEAK AND OPERATIONS",engine; rocker covers; aircraft,running very rough; shaking,installed; cleaned; ran; leak and operations
105668,ENGINE RUNNING VERY ROUGH AND SHAKING AFTER START UP . RAN AIRCRAFT AND ENGINE . RAN ROUGH . NUMBER TWO CYLINDER EGT LOW . DISASSEMBLE,engine; aircraft; cylinder,low; running very rough; shaking; ran rough,ran; disassemble
105669,"ENGINE RUNNING VERY ROUGH AND SHAKING AFTER START UP . COMPLIED WITH AD E 2015-19-07 , FUEL INJECTOR LINE FAILURE INSP ( REV DA",engine; fuel injector line,running very rough; shaking,complied; failure insp
105670,ENGINE RUNNING VERY ROUGH AND SHAKING AFTER START UP . RAN ENGINE TO WARM CYLINDERS . PERFORMED COMPRESSION CHECK .,engine; cylinders,running very rough; shaking,ran; compression check
105671,ENGINE RUNNING VERY ROUGH AND SHAKING AFTER START UP . RAN ENGINE AND VERIFIED DISCREPANCY . THERE IS LIKELY A ST,engine,running very rough; shaking,ran; verified
105672,MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL COMPLETED CYLINDER NUMBER FOUR AND BAFFLE INSTALLATION .,engine; cylinder,roughness,maintenance flight; to check
105673,"MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL REAMED EXHAUST VALVE GUIDES ON CYLINDERS ONE , TWO AND THREE .",engine; exhaust valve guides; cylinders,roughness,maintenance flight; to check; reamed
105674,MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL ASSEMBLED BAFFLE AND ROCKER COVERS ON CYLINDER ONE AND THREE . REMOVED,engine; baffle; rocker covers; cylinder,roughness,maintenance flight; to check; assembled; removed
105675,"MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL STARTED . REMOVING SPARK PLUGS , SIDE BAFFLES , ROCKER COVE",engine; spark plugs; baffles; rocker cove,roughness,maintenance flight; to check; started; removing
105676,"MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL LOWERED EXHAUST , REMOVED ATTACHING HARDWARE TO CYLINDER FOUR .",engine; exhaust; attaching hardware; cylinder,roughness,maintenance flight; to check; lowered; removed
105677,"MAINTENANCE FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL PREPPED NEW CYLINDER AND PISTON . INSTALLED NEW PISTON , RINGS",engine; cylinder; piston; rings,roughness,maintenance flight; to check; prepped; installed
105678,OIL LEAK AT LEFT-HAND ENGINE HOISTING LOOP . LEAK CHECK GOOD .,oil; engine,leak; hoisting loop,leak check
105679,OIL LEAK AT LEFT-HAND ENGINE HOISTING LOOP . SEALED AND TORQUED BOLT .,oil; engine; bolt,leak; hoisting loop,sealed; torqued
105680,"INTAKES ONE , TWO AND THREE LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKETS .",intakes; engine; gaskets,leaking,removed; replaced
105681,"NUMBERS TWO , THREE AND FOUR INTAKE GASKETS LEAKING ON LEFT-HAND ENIGNE . REMOVED AND REPLACED WITH NEW GASKETS .",intake gaskets; enigne; gaskets,leaking,removed; replaced
